Probeset ID,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild,pval_severe_vs_healthy,adj_pval_severe_vs_healthy,ratio_severe_vs_healthy,FC_severe_vs_healthy
ALPK1,0.766819,0.97614,0.945761,-1.05735,0.0959952,0.565487,0.739828,-1.35167
ALPL,0.112525,0.935545,1.71545,1.71545,0.158739,0.65315,1.60359,1.60359
ALS2,0.849533,0.984502,0.953741,-1.0485,0.695758,0.9408,1.11966,1.11966
AMACR,0.845703,0.984502,0.944533,-1.05872,0.472536,0.87992,0.799392,-1.25095
AMBRA1,0.151603,0.935545,1.42237,1.42237,0.8054,0.968379,0.94393,-1.0594
AMD1,0.760752,0.975957,0.940334,-1.06345,0.645906,0.929455,0.905274,-1.10464
AMDHD2,0.192992,0.935545,0.734229,-1.36197,0.0403869,0.432305,0.607629,-1.64574
AMFR,0.173783,0.935545,1.26103,1.26103,0.0901627,0.553865,1.40086,1.40086
AMIGO2,0.857165,0.986415,1.06581,1.06581,0.878437,0.976215,1.05908,1.05908
AMMECR1,0.694827,0.967761,0.880896,-1.13521,0.934967,0.985982,0.972039,-1.02877
AMMECR1L,0.758076,0.975406,1.10004,1.10004,0.701561,0.943162,0.887755,-1.12644
AMN1,0.398281,0.941217,0.641556,-1.55871,0.405373,0.858625,0.640908,-1.56029
AMPD2,0.267592,0.935545,0.780396,-1.2814,0.00310686,0.220312,0.551245,-1.81408
AMPD3,0.453104,0.94373,0.825788,-1.21096,0.561281,0.911745,0.852849,-1.17254
AMY2B,0.0916341,0.935545,0.619587,-1.61398,0.118666,0.598823,0.610166,-1.6389
AMZ2,0.460286,0.94373,0.859196,-1.16388,0.613616,0.923514,0.889007,-1.12485
AMZ2P1,0.0142598,0.935545,0.512058,-1.95291,0.0946613,0.565001,0.581901,-1.71851
ANAPC1,0.691334,0.967761,1.15689,1.15689,0.782694,0.963382,0.906776,-1.10281
ANAPC11,0.53223,0.947353,0.784808,-1.2742,0.75429,0.956055,0.874705,-1.14324
ANAPC13,0.282211,0.935545,0.607095,-1.64719,0.243509,0.741489,0.579806,-1.72472
ANAPC15,0.0361017,0.935545,1.45854,1.45854,0.993931,0.998799,0.998667,-1.00133
ANAPC16,0.277375,0.935545,0.834497,-1.19833,0.0309089,0.411126,0.674678,-1.48219
ANAPC2,0.629338,0.958705,1.12021,1.12021,0.823824,0.96996,0.946695,-1.05631
ANAPC4,0.138287,0.935545,0.684322,-1.4613,0.0732994,0.518785,0.612613,-1.63235
ANAPC5,0.458374,0.94373,1.12131,1.12131,0.414833,0.86081,0.873176,-1.14524
ANAPC7,0.8538,0.985588,1.04097,1.04097,0.301891,0.792234,0.805937,-1.24079
ANGEL2,0.808005,0.982105,0.941485,-1.06215,0.452743,0.873537,0.827074,-1.20908
ANGPT2,0.306894,0.935545,0.629499,-1.58856,0.886033,0.97796,0.920635,-1.08621
ANK1,0.940482,0.995045,0.972243,-1.02855,0.330657,0.813681,0.701777,-1.42495
ANK3,0.483729,0.94373,0.768912,-1.30054,0.860888,0.974036,0.926531,-1.0793
ANKAR,0.0282337,0.935545,0.37184,-2.68933,0.0277057,0.39445,0.348404,-2.87023
ANKDD1A,0.256741,0.935545,1.34496,1.34496,0.644805,0.929455,0.889661,-1.12402
ANKFY1,0.817655,0.982105,1.05766,1.05766,0.783303,0.963603,0.936908,-1.06734
ANKH,0.863518,0.988954,1.04021,1.04021,0.00280644,0.215342,0.573963,-1.74227
ANKHD1,0.127354,0.935545,0.716497,-1.39568,0.0108927,0.300368,0.541353,-1.84722
ANKHD1-EIF4EBP3,0.730927,0.972199,1.13757,1.13757,0.394984,0.851264,0.760987,-1.31408
ANKIB1,0.200277,0.935545,1.44054,1.44054,0.387149,0.84631,1.27139,1.27139
ANKLE2,0.300942,0.935545,0.82739,-1.20862,0.266105,0.761327,0.793787,-1.25978
ANKMY1,0.452978,0.94373,0.834731,-1.19799,0.125849,0.61219,0.69394,-1.44105
ANKMY2,0.619089,0.957212,0.905915,-1.10386,0.267454,0.762139,0.77669,-1.28751
ANKRA2,0.100104,0.935545,0.647457,-1.5445,0.00713709,0.267701,0.504021,-1.98404
ANKRD10,0.431523,0.94373,0.855941,-1.1683,0.026878,0.394055,0.614289,-1.6279
ANKRD11,0.392094,0.940011,1.1401,1.1401,0.317896,0.803202,0.868293,-1.15168
ANKRD12,0.584741,0.951784,0.901477,-1.10929,0.192313,0.691182,0.761235,-1.31366
ANKRD13A,0.664877,0.966553,0.927031,-1.07871,0.535382,0.899851,0.891932,-1.12116
ANKRD13D,0.845818,0.984502,1.03544,1.03544,0.303162,0.792783,0.840644,-1.18956
ANKRD17,0.248124,0.935545,1.23388,1.23388,0.958177,0.990776,1.00971,1.00971
ANKRD20A11P,0.920192,0.992315,0.957447,-1.04444,0.56105,0.911745,0.759494,-1.31667
ANKRD22,0.113871,0.935545,2.30626,2.30626,0.0644111,0.493534,3.01297,3.01297
ANKRD27,0.893898,0.992315,0.970627,-1.03026,0.688887,0.939042,0.909857,-1.09907
ANKRD28,0.141301,0.935545,1.38502,1.38502,0.666258,0.932287,1.09952,1.09952
ANKRD36,0.152091,0.935545,0.577163,-1.73261,0.0227122,0.370991,0.430337,-2.32376
ANKRD36B,0.237065,0.935545,0.650863,-1.53642,0.0016717,0.182881,0.311381,-3.2115
ANKRD36BP2,0.670165,0.966741,0.765091,-1.30703,0.857455,0.97334,0.884624,-1.13042
ANKRD36C,0.0953548,0.935545,0.577478,-1.73167,0.00594139,0.252855,0.418788,-2.38784
ANKRD37,0.984866,0.999452,1.00607,1.00607,0.224739,0.723107,0.702319,-1.42386
ANKRD39,0.150857,0.935545,1.41905,1.41905,0.267394,0.762139,0.781924,-1.2789
ANKRD40,0.107618,0.935545,1.55598,1.55598,0.552435,0.908,1.16678,1.16678
ANKRD42,0.804694,0.982077,0.931203,-1.07388,0.936778,0.986429,1.02533,1.02533
ANKRD44,0.13411,0.935545,0.751839,-1.33007,0.0770889,0.526529,0.68691,-1.45579
ANKRD44-IT1,0.492263,0.94373,1.17684,1.17684,0.134245,0.619261,0.731446,-1.36716
ANKRD46,0.156095,0.935545,0.306714,-3.26036,0.131928,0.616168,0.283898,-3.52239
ANKRD49,0.273735,0.935545,0.466041,-2.14573,0.0432222,0.441407,0.311512,-3.21014
ANKRD50,0.20737,0.935545,1.48627,1.48627,0.56924,0.913014,0.855271,-1.16922
ANKRD52,0.955627,0.995335,1.01682,1.01682,0.843622,0.96996,1.06595,1.06595
ANKRD54,0.723751,0.972199,1.0902,1.0902,0.674287,0.933449,0.885403,-1.12943
ANKRD55,0.903193,0.992315,1.02837,1.02837,0.866264,0.974157,1.04334,1.04334
ANKRD6,0.744078,0.972853,0.851049,-1.17502,0.462046,0.875561,0.684082,-1.46181
ANKS1A,0.332517,0.936267,1.2565,1.2565,0.505836,0.890045,1.18485,1.18485
ANKZF1,0.734591,0.972199,0.926205,-1.07967,0.0773276,0.526776,0.672724,-1.48649
ANO10,0.492366,0.94373,1.15006,1.15006,0.636661,0.928554,1.1049,1.1049
ANO6,0.212326,0.935545,1.27085,1.27085,0.0753507,0.523626,1.46925,1.46925
ANP32A,0.373112,0.93951,1.17913,1.17913,0.194853,0.695845,1.2945,1.2945
ANP32B,0.824944,0.982154,0.961511,-1.04003,0.66777,0.932287,1.08505,1.08505
ANP32E,0.475865,0.94373,1.22382,1.22382,0.630809,0.927231,1.15588,1.15588
ANPEP,0.0394859,0.935545,1.60268,1.60268,0.0357272,0.41881,1.71224,1.71224
ANTXR2,0.587335,0.952632,0.929144,-1.07626,0.433681,0.868621,0.889385,-1.12437
ANXA1,0.224173,0.935545,0.457616,-2.18524,0.182876,0.682241,0.432038,-2.31461
ANXA11,0.744707,0.972853,1.05629,1.05629,0.179344,0.680475,1.32622,1.32622
ANXA2,0.0861828,0.935545,1.47148,1.47148,0.115576,0.595,1.43222,1.43222
ANXA2P2,0.0588891,0.935545,1.57368,1.57368,0.103657,0.571676,1.47482,1.47482
ANXA2R,0.0470726,0.935545,0.543768,-1.83902,0.00410458,0.231673,0.398785,-2.50762
ANXA3,0.995342,0.999452,1.004,1.004,0.772749,0.960974,0.833395,-1.19991
ANXA4,0.618993,0.957212,1.09905,1.09905,0.24088,0.740754,1.29824,1.29824
ANXA5,0.170955,0.935545,1.29727,1.29727,0.0976702,0.566037,1.42532,1.42532
ANXA6,0.30785,0.935545,1.40225,1.40225,0.403427,0.857828,1.33402,1.33402
ANXA7,0.552584,0.94965,1.11801,1.11801,0.895986,0.978615,1.02484,1.02484
ANXA9,0.219835,0.935545,1.3718,1.3718,0.88633,0.97796,0.968429,-1.0326
AOAH,0.680662,0.966741,1.07308,1.07308,0.956703,0.990776,1.00954,1.00954
AOAH-IT1,0.591258,0.952807,1.22924,1.22924,0.489696,0.884598,0.800866,-1.24865
AOC2,0.267509,0.935545,1.31474,1.31474,0.750211,0.955464,1.0755,1.0755
AOPEP,0.76692,0.97614,0.924419,-1.08176,0.922377,0.98437,1.02829,1.02829
AP1B1,0.119093,0.935545,1.42268,1.42268,0.155647,0.646384,1.38748,1.38748
AP1G1,0.615312,0.957212,1.0733,1.0733,0.472799,0.87992,1.12377,1.12377
AP1G2,0.430879,0.94373,0.856814,-1.16711,0.0707718,0.511283,0.708357,-1.41172
AP1M1,0.638163,0.959345,1.10124,1.10124,0.744437,0.95462,1.0716,1.0716
AP1S2,0.256978,0.935545,0.797567,-1.25381,0.710287,0.945571,0.917019,-1.09049
AP2A1,0.0889751,0.935545,0.665404,-1.50285,0.0316561,0.411126,0.556574,-1.79671
AP2A2,0.918894,0.992315,1.02631,1.02631,0.444393,0.871749,0.819954,-1.21958
AP2B1,0.267627,0.935545,1.22343,1.22343,0.618612,0.926675,1.09628,1.09628
AP2M1,0.400939,0.941435,1.15198,1.15198,0.353614,0.822681,1.17122,1.17122
AP2S1,0.226354,0.935545,1.25119,1.25119,0.251969,0.749101,1.25465,1.25465
AP3B1,0.904386,0.992315,0.977544,-1.02297,0.716684,0.947347,0.92499,-1.08109
AP3D1,0.109989,0.935545,1.50451,1.50451,0.282878,0.776654,1.28866,1.28866
AP3M1,0.937376,0.994393,1.01591,1.01591,0.70647,0.944748,0.918994,-1.08815
AP3M2,0.850557,0.984502,0.948702,-1.05407,0.355727,0.823179,0.766736,-1.30423
AP3S1,0.165761,0.935545,0.824458,-1.21292,0.325077,0.806689,0.849355,-1.17736
AP3S2,0.184359,0.935545,1.24162,1.24162,0.839752,0.96996,0.97072,-1.03016
AP4B1,0.532847,0.947353,1.15786,1.15786,0.71602,0.947347,0.922437,-1.08408
AP4M1,0.0274608,0.935545,1.9125,1.9125,0.52674,0.898455,0.876791,-1.14052
AP4S1,0.154297,0.935545,0.62383,-1.603,0.666935,0.932287,0.828271,-1.20733
AP5B1,0.241173,0.935545,0.736003,-1.35869,0.631911,0.927624,1.17134,1.17134
AP5M1,0.297294,0.935545,0.764288,-1.30841,0.0601025,0.489095,0.601311,-1.66303
AP5S1,0.644259,0.961109,1.09585,1.09585,0.511023,0.893483,1.14935,1.14935
AP5Z1,0.762245,0.976005,0.942388,-1.06113,0.182768,0.682241,0.777315,-1.28648
APAF1,0.372031,0.93951,0.807684,-1.23811,0.981512,0.996969,1.00648,1.00648
APBA2,0.2067,0.935545,0.593205,-1.68576,0.130102,0.615512,0.529112,-1.88996
APBA3,0.708249,0.968377,0.898511,-1.11295,0.792208,0.96621,0.92083,-1.08598
APBB1IP,0.34521,0.93951,0.85032,-1.17603,0.356219,0.823838,0.852726,-1.17271
APBB3,0.559179,0.951031,1.17346,1.17346,0.52784,0.898455,0.856264,-1.16786
APC,0.529917,0.947353,0.884277,-1.13087,0.152077,0.640669,0.734843,-1.36083
APEH,0.300855,0.935545,1.24884,1.24884,0.727172,0.950578,1.07601,1.07601
APEX1,0.364723,0.93951,1.22267,1.22267,0.590098,0.916522,0.885752,-1.12898
APEX2,0.392937,0.940011,1.25367,1.25367,0.871466,0.975378,1.04389,1.04389
APH1B,0.229862,0.935545,1.2294,1.2294,0.990281,0.998218,0.99786,-1.00214
API5,0.997955,0.999452,0.999349,-1.00065,0.310275,0.796761,0.762438,-1.31158
APIP,0.735506,0.972199,0.916493,-1.09112,0.18125,0.681671,0.713131,-1.40227
APLP2,0.0754376,0.935545,1.49003,1.49003,0.0407776,0.432528,1.63789,1.63789
APMAP,0.120799,0.935545,1.40727,1.40727,0.220264,0.717238,1.3001,1.3001
APOBEC2,0.919292,0.992315,1.04353,1.04353,0.00843157,0.276966,0.462084,-2.16411
APOBEC3A,0.540518,0.94965,0.75623,-1.32235,0.463494,0.87648,1.63304,1.63304
APOBEC3B,0.54021,0.94965,1.56028,1.56028,0.238221,0.73963,3.33702,3.33702
APOBEC3C,0.14593,0.935545,1.34473,1.34473,0.426369,0.865617,1.17402,1.17402
APOBEC3F,0.378671,0.93951,1.28269,1.28269,0.225139,0.72393,1.45609,1.45609
APOBEC3G,0.437394,0.94373,0.825431,-1.21149,0.375559,0.840053,0.794694,-1.25835
APOBR,0.453978,0.94373,1.15585,1.15585,0.309202,0.795898,1.23531,1.23531
APOL1,0.508557,0.945789,1.21863,1.21863,0.335101,0.814804,1.3724,1.3724
APOL2,0.256005,0.935545,1.59614,1.59614,0.299316,0.788698,1.5289,1.5289
APOL3,0.90851,0.992315,0.970837,-1.03004,0.518965,0.896393,1.22456,1.22456
APOL6,0.634155,0.959345,1.16857,1.16857,0.396549,0.851886,1.36236,1.36236
APOOL,0.872395,0.991725,1.04473,1.04473,0.672433,0.933041,0.893878,-1.11872
APP,0.32977,0.935545,1.23258,1.23258,0.0185531,0.342177,2.10644,2.10644
APPBP2,0.755193,0.974326,0.951426,-1.05105,0.54384,0.902314,0.878184,-1.13871
APPL1,0.879333,0.992315,1.03624,1.03624,0.470638,0.879526,0.828301,-1.20729
APPL2,0.308567,0.935545,0.822363,-1.21601,0.0734682,0.518785,0.710521,-1.40742
APRT,0.375031,0.93951,1.21855,1.21855,0.955768,0.990776,0.987867,-1.01228
APTR,0.824616,0.982154,1.03795,1.03795,0.392193,0.849748,0.861359,-1.16096
APTX,0.776117,0.979087,1.07336,1.07336,0.703235,0.943168,0.907364,-1.10209
AQP3,0.653082,0.963217,1.19166,1.19166,0.464163,0.877084,1.3816,1.3816
AQP9,0.819293,0.982105,0.948453,-1.05435,0.584775,0.914465,1.15413,1.15413
AQR,0.847839,0.984502,1.0349,1.0349,0.586947,0.915309,0.897381,-1.11435
ARAF,0.413482,0.941894,1.17138,1.17138,0.638713,0.929455,1.096,1.096
ARAP1,0.994144,0.999452,0.99884,-1.00116,0.541232,0.902314,0.907533,-1.10189
ARAP2,0.353219,0.93951,0.768239,-1.30168,0.44338,0.871749,0.790166,-1.26556
ARAP3,0.485542,0.94373,0.853395,-1.17179,0.154181,0.643254,0.733827,-1.36272
ARCN1,0.62672,0.957931,1.09479,1.09479,0.774741,0.961322,1.06312,1.06312
AREL1,0.443172,0.94373,1.16917,1.16917,0.948389,0.989813,1.01358,1.01358
ARF1,0.417609,0.943474,1.12856,1.12856,0.170525,0.669331,1.24407,1.24407
ARF3,0.057123,0.935545,1.36859,1.36859,0.271412,0.765319,1.20519,1.20519
ARF4,0.864663,0.989394,1.04496,1.04496,0.817331,0.969353,1.06443,1.06443
ARF5,0.688743,0.967472,1.05768,1.05768,0.810547,0.968397,1.03563,1.03563
ARF6,0.399107,0.941435,1.24772,1.24772,0.876299,0.9758,1.04377,1.04377
ARFGAP1,0.47548,0.94373,1.13384,1.13384,0.781147,0.962401,0.953806,-1.04843
ARFGAP2,0.932179,0.99361,1.01925,1.01925,0.356768,0.823946,0.822578,-1.21569
ARFGAP3,0.226509,0.935545,1.19976,1.19976,0.152384,0.640669,1.29421,1.29421
ARFGEF1,0.74671,0.973069,0.941803,-1.06179,0.781777,0.962821,0.942608,-1.06089
ARFGEF2,0.224551,0.935545,1.24654,1.24654,0.88409,0.977811,1.03207,1.03207
ARFIP1,0.140766,0.935545,0.715985,-1.39668,0.0688496,0.503612,0.652605,-1.53232
ARFIP2,0.703656,0.968377,0.923782,-1.08251,0.7088,0.945571,0.920695,-1.08614
ARFRP1,0.985491,0.999452,1.00392,1.00392,0.735571,0.952746,0.926143,-1.07975
ARG1,0.973947,0.997653,1.0189,1.0189,0.937658,0.986596,0.956086,-1.04593
ARGLU1,0.256147,0.935545,0.615631,-1.62435,0.244923,0.74329,0.607328,-1.64656
ARHGAP1,0.466283,0.94373,1.13679,1.13679,0.749145,0.955464,1.05751,1.05751
ARHGAP12,0.20999,0.935545,0.7092,-1.41004,0.954856,0.990776,0.981112,-1.01925
ARHGAP15,0.313291,0.935545,0.815575,-1.22613,0.00611876,0.254221,0.549792,-1.81887
ARHGAP15-AS1,0.187251,0.935545,0.68977,-1.44976,0.00722926,0.267701,0.467342,-2.13976
ARHGAP17,0.246016,0.935545,0.801706,-1.24734,0.285104,0.7781,0.778699,-1.28419
ARHGAP18,0.0622173,0.935545,1.50364,1.50364,0.0131657,0.307614,1.87529,1.87529
ARHGAP19,0.219622,0.935545,1.29919,1.29919,0.818743,0.969353,0.955757,-1.04629
ARHGAP21,0.0708188,0.935545,1.42868,1.42868,0.0227117,0.370991,1.64932,1.64932
ARHGAP24,0.374371,0.93951,1.28673,1.28673,0.695082,0.940394,0.899538,-1.11168
ARHGAP25,0.199164,0.935545,0.8038,-1.24409,0.206823,0.705833,0.806045,-1.24063
ARHGAP26,0.756575,0.974334,1.03819,1.03819,0.601987,0.920514,0.937214,-1.06699
ARHGAP26-IT1,0.969086,0.996863,1.00782,1.00782,0.0123769,0.306603,0.608603,-1.64311
ARHGAP27,0.20706,0.935545,0.833644,-1.19955,0.217155,0.715705,0.833295,-1.20005
ARHGAP27P1-BPTFP1-KPNA2P3,0.475816,0.94373,0.800961,-1.2485,0.858639,0.97334,0.939359,-1.06456
ARHGAP30,0.390587,0.940011,1.15009,1.15009,0.254297,0.751336,1.22345,1.22345
ARHGAP31,0.448679,0.94373,1.31225,1.31225,0.655308,0.931039,1.17452,1.17452
ARHGAP32,0.758872,0.975805,1.0928,1.0928,0.757251,0.957076,1.10829,1.10829
ARHGAP35,0.790126,0.980456,1.06833,1.06833,0.853685,0.973229,0.95139,-1.05109
ARHGAP4,0.71811,0.970466,0.938746,-1.06525,0.354033,0.822681,0.847076,-1.18053
ARHGAP45,0.905448,0.992315,1.03342,1.03342,0.999678,0.999978,0.999872,-1.00013
ARHGAP5,0.520791,0.946365,0.851667,-1.17417,0.320701,0.805192,0.758404,-1.31856
ARHGAP6,0.370617,0.93951,1.4077,1.4077,0.125604,0.612084,2.06019,2.06019
ARHGAP9,0.501387,0.944434,0.897121,-1.11468,0.0783373,0.527122,0.759766,-1.3162
ARHGDIA,0.31296,0.935545,1.25707,1.25707,0.380569,0.842316,1.22681,1.22681
ARHGDIB,0.0757844,0.935545,1.28584,1.28584,0.709896,0.945571,1.05166,1.05166
ARHGEF1,0.756076,0.974334,0.948999,-1.05374,0.24887,0.746746,0.808094,-1.23748
ARHGEF10L,0.620289,0.957212,1.17677,1.17677,0.54677,0.904329,1.23604,1.23604
ARHGEF11,0.366588,0.93951,0.765874,-1.3057,0.606913,0.921481,0.844633,-1.18395
ARHGEF12,0.98361,0.999452,0.993658,-1.00638,0.933364,0.985982,0.973831,-1.02687
ARHGEF18,0.565431,0.951031,0.875873,-1.14172,0.210489,0.708547,0.753853,-1.32652
ARHGEF2,0.90988,0.992315,0.982222,-1.0181,0.458451,0.875158,0.890054,-1.12353
ARHGEF26,0.266485,0.935545,1.5,1.5,0.660324,0.931372,0.852459,-1.17308
ARHGEF3,0.757562,0.974997,0.906252,-1.10345,0.482763,0.88211,0.794636,-1.25844
ARHGEF40,0.727515,0.972199,1.08938,1.08938,0.0196677,0.345495,0.61185,-1.63439
ARHGEF6,0.280941,0.935545,0.808778,-1.23643,0.116628,0.598025,0.701341,-1.42584
ARHGEF7,0.577631,0.951046,1.13193,1.13193,0.339492,0.816337,0.80198,-1.24691
ARHGEF9,0.590845,0.952807,0.851055,-1.17501,0.136905,0.62113,0.649477,-1.5397
ARID1A,0.338435,0.939278,1.1932,1.1932,0.346481,0.818963,1.20008,1.20008
ARID1B,0.371897,0.93951,0.847086,-1.18052,0.0238053,0.374196,0.632522,-1.58097
ARID2,0.881488,0.992315,1.0387,1.0387,0.980914,0.996969,1.00667,1.00667
ARID3A,0.0750227,0.935545,1.58288,1.58288,0.094131,0.56489,1.5856,1.5856
ARID3B,0.891325,0.992315,1.02936,1.02936,0.68218,0.936961,1.09681,1.09681
ARID4A,0.250687,0.935545,0.839946,-1.19055,0.335189,0.814804,0.850195,-1.1762
ARID4B,0.874604,0.992315,0.975179,-1.02545,0.247437,0.745588,0.823602,-1.21418
ARID5A,0.371649,0.93951,0.808691,-1.23657,0.163287,0.657946,0.719462,-1.38993
ARID5B,0.501936,0.944434,1.18658,1.18658,0.661592,0.931641,1.12264,1.12264
ARIH1,0.232988,0.935545,1.17655,1.17655,0.626245,0.92708,1.08092,1.08092
ARIH2,0.670298,0.966741,0.912744,-1.0956,0.119894,0.600706,0.722239,-1.38458
ARL1,0.772051,0.977313,1.09775,1.09775,0.944275,0.989087,1.024,1.024
ARL10,0.974796,0.997958,1.012,1.012,0.0196538,0.345495,0.41137,-2.4309
ARL11,0.186092,0.935545,0.786684,-1.27116,0.847739,0.971103,1.04093,1.04093
ARL13B,0.933028,0.99361,1.02063,1.02063,0.550865,0.907242,0.86696,-1.15346
ARL14EP,0.268595,0.935545,0.525394,-1.90333,0.240099,0.740557,0.506901,-1.97277
ARL15,0.527315,0.946916,0.836784,-1.19505,0.698567,0.942054,1.14025,1.14025
ARL16,0.431452,0.94373,0.878791,-1.13793,0.00279283,0.215342,0.597326,-1.67413
ARL17A,0.365109,0.93951,0.790493,-1.26503,0.0181291,0.342177,0.555102,-1.80147
ARL17B,0.331869,0.935794,1.5701,1.5701,0.241105,0.740754,0.652541,-1.53247
ARL2,0.0893654,0.935545,1.39841,1.39841,0.220791,0.718252,1.27692,1.27692
ARL2BP,0.489522,0.94373,0.843559,-1.18545,0.638647,0.929455,0.865505,-1.15539
ARL3,0.833575,0.984267,0.952711,-1.04964,0.564121,0.911813,1.15947,1.15947
ARL4A,0.06749,0.935545,0.525599,-1.90259,0.00373207,0.22648,0.315679,-3.16778
ARL4C,0.667574,0.966741,0.880317,-1.13596,0.394006,0.850363,0.767458,-1.303
ARL5A,0.406059,0.941435,0.546862,-1.82862,0.965843,0.99267,1.04456,1.04456
ARL5B,0.875151,0.992315,0.94423,-1.05906,0.663751,0.932062,1.20571,1.20571
ARL6IP1,0.218091,0.935545,0.698737,-1.43115,0.0313194,0.411126,0.534762,-1.86999
ARL6IP5,0.304196,0.935545,0.775878,-1.28886,0.284479,0.77805,0.758405,-1.31856
ARL6IP6,0.368637,0.93951,0.854592,-1.17015,0.128524,0.615512,0.760249,-1.31536
ARL8A,0.516991,0.946365,0.880883,-1.13522,0.171565,0.670832,1.44566,1.44566
ARL8B,0.896372,0.992315,0.978346,-1.02213,0.142187,0.628204,1.38421,1.38421
ARMC1,0.436304,0.94373,0.823784,-1.21391,0.443284,0.871749,0.798701,-1.25203
ARMC10,0.762111,0.976005,0.941914,-1.06167,0.699246,0.942589,1.11353,1.11353
ARMC5,0.583084,0.951457,0.8301,-1.20467,0.112847,0.588023,0.587191,-1.70302
ARMC6,0.862781,0.988447,1.03965,1.03965,0.65243,0.930488,1.12785,1.12785
ARMC7,0.905668,0.992315,1.02087,1.02087,0.955831,0.990776,1.00993,1.00993
ARMC8,0.616858,0.957212,0.912679,-1.09568,0.118043,0.598823,0.724717,-1.37985
ARMCX3,0.0713165,0.935545,1.30946,1.30946,0.0112047,0.300368,1.60455,1.60455
ARMCX6,0.376728,0.93951,0.807453,-1.23846,0.296174,0.786003,0.75226,-1.32933
ARMH1,0.36828,0.93951,0.808082,-1.2375,0.128656,0.615512,0.657834,-1.52014
ARMH3,0.680862,0.966741,0.897972,-1.11362,0.702679,0.943162,0.895954,-1.11613
ARMT1,0.0588554,0.935545,0.507242,-1.97145,0.0977318,0.566037,0.512755,-1.95025
ARNT,0.765084,0.97614,1.0648,1.0648,0.799157,0.968346,1.06271,1.06271
ARNTL,0.967692,0.996836,1.00642,1.00642,0.912704,0.983552,0.981864,-1.01847
ARPC1A,0.820598,0.982105,1.04478,1.04478,0.197444,0.697334,1.36786,1.36786
ARPC1B,0.824252,0.982154,1.03782,1.03782,0.0114703,0.301559,0.658361,-1.51892
ARPC2,0.88068,0.992315,1.02236,1.02236,0.410785,0.8596,0.881834,-1.134
ARPC3,0.705841,0.968377,0.922112,-1.08447,0.710143,0.945571,0.913498,-1.09469
ARPC3P1,0.788082,0.980109,0.919286,-1.0878,0.259905,0.757402,0.696429,-1.4359
ARPC3P3,0.433796,0.94373,1.24919,1.24919,0.785355,0.964546,1.08571,1.08571
ARPC3P5,0.303184,0.935545,0.734694,-1.36111,0.780469,0.9623,0.909621,-1.09936
ARPC4,0.741986,0.972199,1.05541,1.05541,0.480289,0.881682,1.13296,1.13296
ARPC5,0.927278,0.993349,0.984409,-1.01584,0.607696,0.921481,1.1024,1.1024
ARPC5L,0.325276,0.935545,1.40863,1.40863,0.432369,0.868621,1.32205,1.32205
ARPP19,0.960054,0.995652,1.00829,1.00829,0.643001,0.929455,0.919021,-1.08811
ARRB1,0.961296,0.995937,1.00761,1.00761,0.95791,0.990776,1.00923,1.00923
ARRB2,0.683781,0.966741,0.939652,-1.06422,0.857234,0.97334,0.97174,-1.02908
ARRDC1,0.347545,0.93951,0.830931,-1.20347,0.0232838,0.37295,0.639841,-1.56289
ARRDC1-AS1,0.779997,0.979908,0.936151,-1.0682,0.203277,0.702821,0.746032,-1.34043
ARRDC2,0.723151,0.972199,0.944239,-1.05905,0.0754358,0.523704,0.666235,-1.50097
ARRDC3,0.0468626,0.935545,0.510951,-1.95713,0.18941,0.688658,0.609706,-1.64014
ARRDC4,0.567968,0.951046,1.12452,1.12452,0.869986,0.974731,0.964493,-1.03681
ARSA,0.580601,0.951046,1.09095,1.09095,0.789978,0.966209,0.960251,-1.04139
ARSB,0.458006,0.94373,1.2088,1.2088,0.428926,0.8667,1.23452,1.23452
ARSD,0.677438,0.966741,1.12738,1.12738,0.412702,0.86021,1.32138,1.32138
ARSG,0.20489,0.935545,0.790277,-1.26538,0.0697453,0.506425,0.716358,-1.39595
ARSK,0.713598,0.969505,1.10204,1.10204,0.0805358,0.532315,0.615604,-1.62442
ASAH1,0.424321,0.94373,0.842197,-1.18737,0.601492,0.920514,0.88286,-1.13268
ASAP1,0.25537,0.935545,1.23378,1.23378,0.534809,0.899669,1.12258,1.12258
ASAP2,0.194461,0.935545,1.44121,1.44121,0.0315262,0.411126,2.20685,2.20685
ASB13,0.610057,0.956827,0.865481,-1.15543,0.569476,0.913014,0.838068,-1.19322
ASB16-AS1,0.329246,0.935545,0.774864,-1.29055,0.280211,0.773229,0.748962,-1.33518
ASB3,0.463844,0.94373,0.891332,-1.12192,0.402452,0.857478,0.840027,-1.19044
ASB6,0.738947,0.972199,1.08377,1.08377,0.994916,0.998859,0.998278,-1.00173
ASB7,0.905185,0.992315,0.974792,-1.02586,0.100413,0.566992,0.670748,-1.49087
ASB8,0.815591,0.982105,0.962511,-1.03895,0.480995,0.881889,1.14304,1.14304
ASCC1,0.706833,0.968377,0.916347,-1.09129,0.770345,0.959949,1.08211,1.08211
ASCC2,0.311862,0.935545,0.656275,-1.52375,0.106323,0.573764,0.51696,-1.93439
