Probeset ID,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild,pval_severe_vs_healthy,adj_pval_severe_vs_healthy,ratio_severe_vs_healthy,FC_severe_vs_healthy
RPL41P1,0.291293,0.935545,0.0581983,-17.1826,0.860423,0.974036,0.273155,-3.66092
RPL4P4,0.620214,0.957212,0.90998,-1.09892,0.148198,0.637418,0.726563,-1.37634
RPL4P5,0.95619,0.995496,0.987805,-1.01235,0.0586284,0.487985,0.635294,-1.57407
RPL5,0.152578,0.935545,0.624939,-1.60016,0.0186151,0.342177,0.451476,-2.21496
RPL5P23,0.309411,0.935545,1.45366,1.45366,0.324316,0.806521,1.44592,1.44592
RPL5P34,0.730893,0.972199,0.872449,-1.1462,0.831327,0.96996,1.10412,1.10412
RPL6,0.770904,0.976962,0.944944,-1.05826,0.0329793,0.411126,0.618985,-1.61555
RPL6P27,0.938157,0.994731,1.01558,1.01558,0.0584014,0.487717,0.65973,-1.51577
RPL7,0.277039,0.935545,0.211162,-4.73569,0.528103,0.898455,0.317575,-3.14886
RPL7A,0.713502,0.969505,1.06988,1.06988,0.673362,0.933041,0.915429,-1.09238
RPL7AP6,0.555345,0.95025,1.15162,1.15162,0.948849,0.989813,1.01742,1.01742
RPL7AP64,0.365773,0.93951,1.30435,1.30435,0.266927,0.762139,1.4359,1.4359
RPL7L1,0.203875,0.935545,1.31328,1.31328,0.724966,0.950578,1.08163,1.08163
RPL7P1,0.29385,0.935545,0.237137,-4.21697,0.613156,0.923374,0.394171,-2.53697
RPL7P9,0.277482,0.935545,0.186013,-5.37596,0.485108,0.882999,0.263609,-3.7935
RPL8,0.822894,0.982105,1.04894,1.04894,0.763431,0.957948,0.93285,-1.07198
RPL9,0.245435,0.935545,0.150566,-6.64162,0.649963,0.929455,0.315041,-3.17419
RPLP0,0.861305,0.988262,1.04084,1.04084,0.145662,0.632761,0.713372,-1.40179
RPLP0P6,0.93262,0.99361,1.01852,1.01852,0.126131,0.61219,0.704025,-1.4204
RPLP1,0.229617,0.935545,0.496503,-2.01409,0.339118,0.816337,0.546112,-1.83113
RPLP2,0.213982,0.935545,0.384894,-2.59812,0.434305,0.868621,0.497231,-2.01114
RPN1,0.179794,0.935545,1.25574,1.25574,0.340296,0.816427,1.17471,1.17471
RPN2,0.0470954,0.935545,1.88156,1.88156,0.0992755,0.566037,1.65204,1.65204
RPP14,0.37655,0.93951,0.814812,-1.22728,0.672657,0.933041,1.12937,1.12937
RPP25L,0.68283,0.966741,1.09453,1.09453,0.901514,0.980108,0.974155,-1.02653
RPP30,0.790306,0.980456,1.06414,1.06414,0.787505,0.965178,0.930403,-1.0748
RPP38,0.960854,0.99576,0.988487,-1.01165,0.645791,0.929455,0.889025,-1.12483
RPP40,0.656976,0.96435,0.839128,-1.19171,0.406089,0.858625,0.716309,-1.39605
RPRD1A,0.704029,0.968377,0.912524,-1.09586,0.104088,0.572655,0.660589,-1.5138
RPRD1B,0.606431,0.956827,0.884566,-1.1305,0.774213,0.961322,0.919178,-1.08793
RPRD2,0.67056,0.966741,0.906993,-1.10254,0.420913,0.863701,0.830237,-1.20448
RPS11,0.244478,0.935545,0.580734,-1.72196,0.381392,0.842617,0.64513,-1.55007
RPS12,0.149901,0.935545,0.149765,-6.67711,0.572514,0.913362,0.314289,-3.18178
RPS13,0.165009,0.935545,0.177868,-5.62215,0.690079,0.93915,0.434342,-2.30233
RPS14,0.153124,0.935545,0.3364,-2.97265,0.373608,0.839428,0.449967,-2.22238
RPS15,0.310414,0.935545,0.573113,-1.74486,0.586368,0.915171,0.710885,-1.4067
RPS15A,0.257459,0.935545,0.374255,-2.67197,0.771887,0.960517,0.702285,-1.42392
RPS15AP10,0.433764,0.94373,0.726708,-1.37607,0.565729,0.911813,0.77381,-1.29231
RPS15P4,0.557845,0.950274,0.75455,-1.32529,0.738108,0.95277,0.840553,-1.18969
RPS16,0.15608,0.935545,0.605061,-1.65273,0.383622,0.84353,0.695662,-1.43748
RPS17,0.107915,0.935545,0.554685,-1.80283,0.54584,0.904272,0.766995,-1.30379
RPS18,0.192628,0.935545,0.163499,-6.11623,0.688737,0.939042,0.392878,-2.54532
RPS19,0.442542,0.94373,0.719193,-1.39045,0.266194,0.761327,0.619095,-1.61526
RPS19BP1,0.549743,0.94965,0.824316,-1.21313,0.72738,0.950578,0.885535,-1.12926
RPS19P3,0.732986,0.972199,1.13673,1.13673,0.320888,0.805192,0.7207,-1.38754
RPS2,0.691766,0.967761,0.918327,-1.08894,0.617562,0.926389,0.87584,-1.14176
RPS20,0.181934,0.935545,0.20383,-4.90605,0.663922,0.932062,0.444068,-2.25191
RPS21,0.243537,0.935545,0.125588,-7.96252,0.769695,0.959437,0.367347,-2.72222
RPS23,0.132815,0.935545,0.449118,-2.22658,0.318702,0.803915,0.544571,-1.83631
RPS24,0.205934,0.935545,0.185085,-5.40293,0.636809,0.928554,0.382123,-2.61696
RPS25,0.190014,0.935545,0.211293,-4.73276,0.644372,0.929455,0.43603,-2.29342
RPS26,0.330094,0.935545,0.482034,-2.07454,0.747078,0.955464,0.738595,-1.35392
RPS27,0.251176,0.935545,0.0600238,-16.6601,0.87632,0.9758,0.323499,-3.0912
RPS27A,0.202518,0.935545,0.135379,-7.38668,0.779359,0.962292,0.420346,-2.37899
RPS27AP12,0.493746,0.944153,0.782004,-1.27877,0.00860976,0.277957,0.455307,-2.19632
RPS27L,0.32727,0.935545,0.338802,-2.95158,0.677218,0.935696,0.54845,-1.82332
RPS28,0.34616,0.93951,0.56737,-1.76252,0.725814,0.950578,0.773395,-1.293
RPS28P7,0.320894,0.935545,0.572629,-1.74633,0.446658,0.87249,0.6139,-1.62893
RPS29,0.243872,0.935545,0.0917173,-10.9031,0.889313,0.978081,0.462112,-2.16398
RPS2P46,0.759717,0.975957,0.919198,-1.0879,0.731774,0.951591,0.893918,-1.11867
RPS2P5,0.391079,0.940011,0.789724,-1.26627,0.604608,0.921453,0.840179,-1.19022
RPS3,0.685014,0.96688,0.922933,-1.0835,0.253574,0.750506,0.773245,-1.29325
RPS3A,0.289668,0.935545,0.21056,-4.74923,0.447056,0.872709,0.272169,-3.67419
RPS3P6,0.267423,0.935545,1.78571,1.78571,0.427968,0.865929,0.717703,-1.39333
RPS4X,0.770324,0.97681,1.07685,1.07685,0.209793,0.708547,0.724277,-1.38069
RPS5,0.632293,0.959345,0.860917,-1.16155,0.2435,0.741489,0.689275,-1.4508
RPS6,0.134455,0.935545,0.60429,-1.65484,0.028283,0.39445,0.462207,-2.16353
RPS6KA1,0.84819,0.984502,0.969127,-1.03186,0.673752,0.933041,1.0761,1.0761
RPS6KA3,0.391552,0.940011,1.15572,1.15572,0.89469,0.978604,1.02532,1.02532
RPS6KA4,0.774949,0.978754,0.90588,-1.1039,0.607485,0.921481,0.82529,-1.2117
RPS6KA5,0.305181,0.935545,0.846739,-1.181,0.000471273,0.134825,0.550235,-1.81741
RPS6KB1,0.374708,0.93951,1.21541,1.21541,0.976305,0.996079,0.993187,-1.00686
RPS6KB2,0.666364,0.966668,1.09252,1.09252,0.869767,0.974613,1.03435,1.03435
RPS6KC1,0.225431,0.935545,1.29371,1.29371,0.874608,0.9758,0.962056,-1.03944
RPS7,0.258107,0.935545,0.160044,-6.24827,0.690223,0.93915,0.35403,-2.82462
RPS8,0.346543,0.93951,0.702338,-1.42381,0.267475,0.762139,0.646561,-1.54665
RPS9,0.580319,0.951046,0.9044,-1.10571,0.792219,0.96621,0.946114,-1.05696
RPSA,0.297703,0.935545,0.567704,-1.76148,0.33952,0.816337,0.585742,-1.70724
RPSAP58,0.538901,0.949347,0.613043,-1.63121,0.599802,0.920514,0.646789,-1.5461
RPUSD1,0.499577,0.944434,1.25712,1.25712,0.498041,0.887069,1.31085,1.31085
RPUSD3,0.254646,0.935545,1.31036,1.31036,0.487291,0.883618,1.18684,1.18684
RPUSD4,0.708792,0.968377,1.10554,1.10554,0.322304,0.806001,0.779188,-1.28339
RRAGA,0.889786,0.992315,0.977012,-1.02353,0.717487,0.947783,1.07246,1.07246
RRAGB,0.0279761,0.935545,0.51339,-1.94784,0.202841,0.702821,0.63282,-1.58023
RRAGC,0.493628,0.944153,1.1712,1.1712,0.663411,0.932062,1.11283,1.11283
RRAGD,0.978118,0.998256,0.993398,-1.00665,0.214835,0.713925,1.45151,1.45151
RRAS,0.139748,0.935545,1.59034,1.59034,0.176993,0.67761,1.58645,1.58645
RRAS2,0.41673,0.943273,0.559108,-1.78856,0.919403,0.983973,0.910358,-1.09847
RRBP1,0.0904898,0.935545,1.72199,1.72199,0.0119724,0.305199,2.85023,2.85023
RREB1,0.600602,0.955153,1.0953,1.0953,0.532128,0.898638,0.897978,-1.11361
RRM1,0.241551,0.935545,1.44473,1.44473,0.751043,0.955535,1.10124,1.10124
RRM2B,0.151313,0.935545,0.686175,-1.45735,0.112447,0.587955,0.64627,-1.54734
RRN3,0.333818,0.936768,0.785551,-1.27299,0.0577734,0.487215,0.569925,-1.75462
RRN3P1,0.00201682,0.935545,0.401251,-2.49221,0.00071178,0.158379,0.340033,-2.94089
RRN3P2,0.984202,0.999452,0.991491,-1.00858,0.0046774,0.236036,0.367347,-2.72222
RRNAD1,0.206617,0.935545,1.49794,1.49794,0.262325,0.75939,1.43107,1.43107
RRP1,0.30238,0.935545,1.51203,1.51203,0.559862,0.911679,1.27135,1.27135
RRP12,0.00513149,0.935545,1.6937,1.6937,0.25712,0.755707,1.20665,1.20665
RRP15,0.762228,0.976005,1.08415,1.08415,0.947477,0.989681,0.981391,-1.01896
RRP1B,0.688152,0.967472,1.11856,1.11856,0.926585,0.984392,1.02749,1.02749
RRP36,0.560879,0.951031,1.14929,1.14929,0.273743,0.766848,1.37284,1.37284
RRP7A,0.459904,0.94373,1.2143,1.2143,0.676357,0.93515,1.1181,1.1181
RRP7BP,0.888943,0.992315,0.9581,-1.04373,0.045617,0.449128,0.539827,-1.85244
RRP8,0.86874,0.991264,0.957732,-1.04413,0.841545,0.96996,1.0605,1.0605
RSAD1,0.55758,0.950274,0.860987,-1.16146,0.43813,0.870576,0.806272,-1.24028
RSAD2,0.369758,0.93951,0.434075,-2.30375,0.743684,0.954371,1.90407,1.90407
RSBN1,0.674098,0.966741,1.13393,1.13393,0.838692,0.96996,0.939629,-1.06425
RSBN1L,0.808546,0.982105,0.954028,-1.04819,0.573744,0.913362,0.891879,-1.12123
RSF1,0.247243,0.935545,1.22619,1.22619,0.729505,0.950578,0.944071,-1.05924
RSL1D1,0.60063,0.955153,1.11837,1.11837,0.860593,0.974036,0.959481,-1.04223
RSL24D1,0.259403,0.935545,0.307674,-3.25019,0.413232,0.860405,0.380064,-2.63114
RSPH3,0.799525,0.98088,1.04755,1.04755,0.657506,0.931372,0.918201,-1.08909
RSPH9,0.890084,0.992315,1.0649,1.0649,0.671269,0.932916,1.24542,1.24542
RSPRY1,0.804594,0.982077,1.04673,1.04673,0.848301,0.971433,1.04157,1.04157
RSRC1,0.0790202,0.935545,0.734991,-1.36056,0.00963802,0.290053,0.627877,-1.59267
RSRC2,0.746063,0.973069,1.05044,1.05044,0.460418,0.875554,0.886539,-1.12798
RSRP1,0.361809,0.93951,0.850469,-1.17582,0.00244567,0.215342,0.580404,-1.72294
RSU1,0.242553,0.935545,1.38147,1.38147,0.196484,0.697334,1.46119,1.46119
RTCA,0.77481,0.978754,1.0595,1.0595,0.484077,0.88211,1.17484,1.17484
RTCA-AS1,0.0979323,0.935545,0.619772,-1.6135,0.331385,0.813819,0.633503,-1.57852
RTCB,0.153603,0.935545,1.46911,1.46911,0.948648,0.989813,0.984605,-1.01564
RTEL1P1,0.89903,0.992315,1.05346,1.05346,0.265305,0.760519,0.642225,-1.55709
RTF1,0.5429,0.94965,1.10831,1.10831,0.388279,0.846904,1.17261,1.17261
RTF2,0.554323,0.95025,0.908681,-1.1005,0.887082,0.978019,0.975784,-1.02482
RTL10,0.870477,0.991401,0.949521,-1.05316,0.842039,0.96996,1.07502,1.07502
RTL6,0.873245,0.992036,0.940485,-1.06328,0.855608,0.97334,1.08268,1.08268
RTL8A,0.356929,0.93951,1.26084,1.26084,0.656024,0.931148,1.11986,1.11986
RTL8C,0.1467,0.935545,1.30359,1.30359,0.532277,0.898638,1.11903,1.11903
RTN1,0.771504,0.977239,0.91789,-1.08946,0.136002,0.620055,0.609944,-1.6395
RTN2,0.98562,0.999452,1.00556,1.00556,0.481815,0.88211,1.35658,1.35658
RTN3,0.626722,0.957931,1.10234,1.10234,0.363663,0.830506,1.21804,1.21804
RTN3P1,0.815707,0.982105,1.06151,1.06151,0.582568,0.914465,1.16291,1.16291
RTN4,0.911576,0.992315,1.037,1.037,0.453479,0.873537,1.33514,1.33514
RTN4IP1,0.0875321,0.935545,1.79402,1.79402,0.915198,0.983924,1.03448,1.03448
RTP4,0.267567,0.935545,0.45314,-2.20683,0.843128,0.96996,1.27437,1.27437
RTRAF,0.313114,0.935545,0.579575,-1.7254,0.985068,0.996969,0.986761,-1.01342
RTTN,0.0857834,0.935545,0.551295,-1.81391,0.0496451,0.460487,0.454108,-2.20212
RUBCN,0.744395,0.972853,1.11214,1.11214,0.17958,0.680589,1.7491,1.7491
RUBCNL,0.727604,0.972199,1.09189,1.09189,0.574874,0.913362,0.871302,-1.14771
RUFY1,0.0658615,0.935545,1.47083,1.47083,0.038831,0.426332,1.59073,1.59073
RUFY2,0.619201,0.957212,0.848057,-1.17917,0.412028,0.8602,0.764737,-1.30764
RUFY3,0.785523,0.979908,0.94797,-1.05489,0.0202381,0.349126,0.618864,-1.61586
RUNDC1,0.248057,0.935545,1.21705,1.21705,0.106028,0.573764,1.36604,1.36604
RUNDC3A,0.160227,0.935545,0.416907,-2.39862,0.026112,0.387922,0.247092,-4.04708
RUNX1,0.240455,0.935545,1.29327,1.29327,0.34147,0.816802,1.24592,1.24592
RUNX2,0.619426,0.957212,0.879961,-1.13641,0.563453,0.911813,0.855316,-1.16916
RUNX3,0.663145,0.966553,1.15836,1.15836,0.952308,0.990296,0.98041,-1.01998
RUSC1,0.0847846,0.935545,1.56027,1.56027,0.617267,0.926161,1.11974,1.11974
RUSC1-AS1,0.637798,0.959345,1.16117,1.16117,0.798405,0.968346,0.921065,-1.0857
RUSF1,0.534794,0.948516,0.827262,-1.20881,0.923956,0.98437,1.03692,1.03692
RUVBL1,0.290772,0.935545,1.38931,1.38931,0.472896,0.87992,1.2596,1.2596
RUVBL2,0.10694,0.935545,1.5892,1.5892,0.194176,0.694636,1.44962,1.44962
RWDD1,0.213518,0.935545,0.386711,-2.58591,0.290304,0.782453,0.425486,-2.35026
RWDD2B,0.888378,0.992315,1.03606,1.03606,0.394642,0.850893,0.800613,-1.24904
RWDD4,0.922802,0.992315,0.976688,-1.02387,0.133121,0.617675,0.691716,-1.44568
RXRA,0.533219,0.947353,1.10156,1.10156,0.483289,0.88211,1.12005,1.12005
RXRB,0.701818,0.968377,0.928496,-1.07701,0.15833,0.653117,0.768349,-1.30149
RYBP,0.90023,0.992315,0.969853,-1.03108,0.758566,0.957076,0.926885,-1.07888
RYK,0.640381,0.959345,1.12784,1.12784,0.418195,0.862158,0.809811,-1.23486
S100A10,0.210212,0.935545,1.3692,1.3692,0.157279,0.650487,1.49514,1.49514
S100A11,0.741756,0.972199,0.885052,-1.12988,0.637902,0.928991,1.22926,1.22926
S100A12,0.586377,0.952412,0.435709,-2.29511,0.995154,0.998859,1.01463,1.01463
S100A4,0.986419,0.999452,0.993735,-1.0063,0.588097,0.915946,1.26208,1.26208
S100A6,0.406411,0.941435,0.508447,-1.96678,0.952296,0.990296,0.935238,-1.06925
S100A8,0.395444,0.940011,0.259006,-3.86092,0.996873,0.999153,1.01325,1.01325
S100A9,0.678108,0.966741,0.735071,-1.36041,0.681686,0.936956,1.55348,1.55348
S100P,0.266508,0.935545,0.226666,-4.41179,0.879597,0.976215,1.84713,1.84713
S100PBP,0.728412,0.972199,0.919809,-1.08718,0.218328,0.716189,0.733278,-1.36374
S100Z,0.069097,0.935545,0.562239,-1.7786,0.1195,0.600678,0.580275,-1.72332
S1PR1,0.692327,0.967761,0.882112,-1.13364,0.289121,0.781157,0.710765,-1.40694
S1PR2,0.995174,0.999452,1.00206,1.00206,0.841356,0.96996,1.08102,1.08102
S1PR3,0.675422,0.966741,0.859864,-1.16297,0.324337,0.806521,1.67051,1.67051
S1PR4,0.77619,0.979087,0.954938,-1.04719,0.670289,0.932743,0.929907,-1.07538
S1PR5,0.543403,0.94965,0.781718,-1.27923,0.439736,0.871205,0.724508,-1.38025
SAAL1,0.623626,0.957285,0.891262,-1.122,0.902682,0.980108,1.03729,1.03729
SACM1L,0.352251,0.93951,0.770305,-1.29819,0.0634548,0.490882,0.599895,-1.66696
SAE1,0.142786,0.935545,1.39879,1.39879,0.455413,0.873537,1.18879,1.18879
SAFB,0.790217,0.980456,0.944545,-1.05871,0.606559,0.921481,0.892958,-1.11987
SAFB2,0.753301,0.973642,1.05957,1.05957,0.811901,0.968397,0.955584,-1.04648
SAMD1,0.39568,0.940011,1.31461,1.31461,0.412907,0.860267,0.790541,-1.26496
SAMD12,0.884831,0.992315,0.923252,-1.08313,0.710553,0.945571,0.787172,-1.27037
SAMD3,0.188501,0.935545,0.596654,-1.67601,0.212556,0.711337,0.595607,-1.67896
SAMD4A,0.0618959,0.935545,0.271526,-3.68288,0.600463,0.920514,0.573495,-1.74369
SAMD4B,0.768632,0.976315,1.05669,1.05669,0.343294,0.817563,0.842954,-1.1863
SAMD8,0.965735,0.996707,0.992924,-1.00713,0.498354,0.887069,1.14417,1.14417
SAMD9,0.613554,0.957083,0.733264,-1.36377,0.997874,0.999671,1.00192,1.00192
SAMD9L,0.896953,0.992315,1.06315,1.06315,0.372097,0.838296,1.71284,1.71284
SAMHD1,0.312634,0.935545,1.25972,1.25972,0.171464,0.670832,1.41144,1.41144
SAMM50,0.624303,0.957671,1.11762,1.11762,0.977293,0.996703,0.993022,-1.00703
SAMSN1,0.363576,0.93951,0.584409,-1.71113,0.511056,0.893483,0.660705,-1.51353
SAP130,0.29872,0.935545,1.19625,1.19625,0.666324,0.932287,0.935199,-1.06929
SAP18,0.409823,0.941435,1.10166,1.10166,0.285025,0.7781,1.17035,1.17035
SAP30BP,0.460442,0.94373,1.14512,1.14512,0.990902,0.99838,0.99795,-1.00205
SAP30L,0.384472,0.93951,1.22509,1.22509,0.659264,0.931372,0.90797,-1.10136
SAP30L-AS1,0.869561,0.991401,0.955817,-1.04622,0.00828725,0.276966,0.527285,-1.89651
SAR1A,0.760971,0.975957,0.932801,-1.07204,0.453155,0.873537,0.834269,-1.19865
SAR1B,0.521516,0.946426,0.893135,-1.11965,0.718252,0.948294,0.9263,-1.07956
SARAF,0.195601,0.935545,0.788455,-1.2683,0.453078,0.873537,0.855638,-1.16872
SARS1,0.139539,0.935545,1.35713,1.35713,0.558697,0.911264,1.12895,1.12895
SART1,0.563352,0.951031,1.17248,1.17248,0.9189,0.983973,1.02807,1.02807
SART3,0.851103,0.984502,1.04162,1.04162,0.723654,0.950575,0.92327,-1.08311
SASH3,0.796738,0.980548,0.94998,-1.05265,0.640345,0.929455,1.10998,1.10998
SASS6,0.0298352,0.935545,0.548978,-1.82157,0.126954,0.614403,0.61869,-1.61632
SAT1,0.448641,0.94373,0.739413,-1.35242,0.849783,0.972367,0.918769,-1.08841
SAT2,0.406629,0.941435,1.18869,1.18869,0.547687,0.9048,1.14967,1.14967
SATB1,0.272344,0.935545,0.78172,-1.27923,0.204839,0.704011,0.715707,-1.39722
SAV1,0.0168308,0.935545,1.6007,1.6007,0.00345782,0.223905,2.06806,2.06806
SAYSD1,0.444748,0.94373,1.17238,1.17238,0.802383,0.968379,0.947188,-1.05576
SBDS,0.368868,0.93951,0.781227,-1.28004,0.167411,0.665136,0.664898,-1.50399
SBDSP1,0.0283893,0.935545,0.505202,-1.97941,0.00157866,0.181158,0.366012,-2.73215
SBF1,0.719877,0.970579,1.10338,1.10338,0.581073,0.914434,0.868993,-1.15076
SBF2,0.610751,0.956827,0.8764,-1.14103,0.942878,0.988893,0.980264,-1.02013
SBK1,0.503517,0.944434,1.22871,1.22871,0.635369,0.928554,1.16447,1.16447
SBNO1,0.249756,0.935545,1.25883,1.25883,0.580046,0.914214,0.891175,-1.12211
SBNO2,0.958592,0.995522,0.985945,-1.01426,0.62375,0.926675,1.17098,1.17098
SC5D,0.247503,0.935545,0.6809,-1.46864,0.293165,0.785426,0.669484,-1.49369
SCAF11,0.674982,0.966741,1.07521,1.07521,0.860438,0.974036,1.03395,1.03395
SCAF4,0.907826,0.992315,1.02332,1.02332,0.934627,0.985982,0.981757,-1.01858
SCAF8,0.960788,0.99576,1.00978,1.00978,0.0614835,0.489727,0.707397,-1.41363
SCAI,0.145849,0.935545,0.508746,-1.96562,0.186845,0.687255,0.51267,-1.95057
SCAMP1,0.0802138,0.935545,0.684292,-1.46136,0.775716,0.961333,0.925296,-1.08074
SCAMP1-AS1,0.112575,0.935545,0.562564,-1.77757,0.0455468,0.448878,0.47513,-2.10469
SCAMP2,0.579565,0.951046,1.12311,1.12311,0.586411,0.915171,1.1265,1.1265
SCAMP3,0.503486,0.944434,1.17541,1.17541,0.895153,0.978604,0.968497,-1.03253
SCAMP4,0.889647,0.992315,0.956981,-1.04495,0.983637,0.996969,1.00705,1.00705
SCAND1,0.781733,0.979908,0.932188,-1.07274,0.762444,0.957754,1.09348,1.09348
SCAP,0.486586,0.94373,0.830251,-1.20446,0.0852923,0.544708,0.641855,-1.55798
SCAPER,0.450329,0.94373,0.829218,-1.20596,0.442001,0.871749,0.814123,-1.22832
SCARB2,0.666123,0.966668,1.16951,1.16951,0.307367,0.794852,1.55696,1.55696
SCARF1,0.345639,0.93951,1.36008,1.36008,0.0723781,0.516933,2.08057,2.08057
SCAT8,0.20112,0.935545,0.648506,-1.54201,0.498106,0.887069,1.40012,1.40012
SCCPDH,0.986847,0.999452,0.994994,-1.00503,0.795149,0.967415,1.10066,1.10066
SCFD1,0.898061,0.992315,1.02509,1.02509,0.623929,0.926675,0.901637,-1.10909
SCFD2,0.477055,0.94373,1.13596,1.13596,0.883122,0.977811,1.03022,1.03022
SCIMP,0.564976,0.951031,0.872577,-1.14603,0.811923,0.968397,0.938848,-1.06514
SCLT1,0.118979,0.935545,0.717561,-1.39361,0.22222,0.719627,0.754714,-1.325
SCML1,0.00796018,0.935545,0.450363,-2.22043,0.0967964,0.566037,0.51222,-1.95228
SCML4,0.410579,0.941435,0.819313,-1.22053,0.0847318,0.543389,0.651898,-1.53398
SCN1B,0.319306,0.935545,1.47209,1.47209,0.263597,0.760082,1.61084,1.61084
SCNM1,0.820967,0.982105,1.04397,1.04397,0.643792,0.929455,1.09732,1.09732
SCO1,0.311815,0.935545,0.813801,-1.2288,0.0424324,0.43983,0.608857,-1.64242
SCOC,0.232303,0.935545,0.177407,-5.63675,0.25889,0.757402,0.184288,-5.42628
SCP2,0.241904,0.935545,0.706064,-1.4163,0.803669,0.968379,0.917795,-1.08957
SCPEP1,0.0231051,0.935545,1.5928,1.5928,0.0360677,0.41881,1.56453,1.56453
SCRN1,0.90285,0.992315,0.952063,-1.05035,0.678067,0.935958,0.843202,-1.18596
SCRN2,0.920265,0.992315,0.976691,-1.02387,0.19075,0.689782,0.734044,-1.36232
SCRN3,0.396034,0.940011,0.839643,-1.19098,0.648508,0.929455,0.893806,-1.11881
SCYL1,0.908663,0.992315,0.978189,-1.0223,0.421715,0.863701,0.861782,-1.16039
SCYL2,0.521898,0.946426,0.851371,-1.17458,0.717324,0.947783,1.11585,1.11585
SCYL3,0.484588,0.94373,0.855049,-1.16952,0.211334,0.710095,0.739777,-1.35176
SDAD1,0.461864,0.94373,1.24331,1.24331,0.776361,0.961333,1.09254,1.09254
SDCBP,0.347779,0.93951,0.801101,-1.24828,0.558758,0.911264,0.863082,-1.15864
SDCBP2-AS1,0.719284,0.970579,1.08096,1.08096,0.158981,0.65315,0.757635,-1.3199
SDCBPP3,0.101165,0.935545,0.61946,-1.61431,0.0991729,0.566037,0.607872,-1.64508
SDCCAG8,0.664134,0.966553,0.928699,-1.07678,0.376242,0.840053,0.848231,-1.17892
SDE2,0.426616,0.94373,0.890653,-1.12277,0.593887,0.918978,0.911534,-1.09705
SDF2,0.991058,0.999452,0.997717,-1.00229,0.937823,0.986596,0.983913,-1.01635
SDF2L1,0.0782667,0.935545,2.86237,2.86237,0.0628568,0.490882,3.30506,3.30506
SDF4,0.329528,0.935545,1.5699,1.5699,0.218456,0.716189,2.00069,2.00069
SDHA,0.791551,0.980456,1.06256,1.06256,0.810101,0.968397,0.943627,-1.05974
SDHAF1,0.120707,0.935545,0.643852,-1.55315,0.268407,0.762829,0.694401,-1.44009
SDHAF2,0.852387,0.984764,1.02944,1.02944,0.768563,0.959108,0.950942,-1.05159
SDHAF3,0.753209,0.973642,0.826868,-1.20938,0.453442,0.873537,0.660038,-1.51506
SDHAP1,0.383364,0.93951,1.19522,1.19522,0.197597,0.697334,0.769034,-1.30033
SDHAP3,0.0839148,0.935545,0.489762,-2.04181,0.0052527,0.242375,0.333388,-2.99951
SDHB,0.301239,0.935545,1.1868,1.1868,0.438289,0.870576,1.15025,1.15025
SDHC,0.43786,0.94373,1.24834,1.24834,0.51607,0.894728,1.20476,1.20476
SDHD,0.154473,0.935545,0.540638,-1.84967,0.176699,0.677241,0.548352,-1.82365
SDHDP6,0.77987,0.979908,0.908654,-1.10053,0.286055,0.778758,0.710259,-1.40794
SDR39U1,0.590375,0.952807,0.896617,-1.1153,0.0109075,0.300368,0.616399,-1.62233
SEC11A,0.483229,0.94373,0.904434,-1.10566,0.445759,0.871749,0.886672,-1.12781
SEC11C,0.685334,0.967071,0.78162,-1.27939,0.753392,0.956055,1.27905,1.27905
SEC13,0.151259,0.935545,1.36591,1.36591,0.220929,0.718258,1.31573,1.31573
SEC14L1,0.67742,0.966741,0.93016,-1.07508,0.606233,0.921481,0.912877,-1.09544
SEC16A,0.299574,0.935545,1.24716,1.24716,0.812828,0.968941,0.955637,-1.04642
SEC22A,0.912341,0.992315,0.968182,-1.03286,0.491313,0.885534,0.823586,-1.2142
SEC22B,0.801279,0.98149,1.0462,1.0462,0.83987,0.96996,1.04116,1.04116
SEC22B4P,0.156377,0.935545,0.534413,-1.87121,0.493847,0.886021,0.69657,-1.43561
SEC22C,0.771273,0.977128,0.935024,-1.06949,0.386766,0.846305,0.815164,-1.22675
SEC23A,0.965035,0.996707,0.989982,-1.01012,0.947933,0.989745,1.0169,1.0169
SEC23B,0.295579,0.935545,1.28543,1.28543,0.228867,0.728313,1.36264,1.36264
SEC23IP,0.96535,0.996707,1.00909,1.00909,0.751201,0.955535,1.0778,1.0778
SEC24A,0.453304,0.94373,1.3062,1.3062,0.173408,0.672998,1.8395,1.8395
SEC24B,0.748685,0.973642,0.948248,-1.05458,0.748914,0.955464,0.94144,-1.0622
SEC24C,0.641305,0.959345,1.13855,1.13855,0.672534,0.933041,0.898423,-1.11306
SEC24D,0.432818,0.94373,1.23557,1.23557,0.524364,0.897572,1.19214,1.19214
SEC31A,0.182182,0.935545,1.3489,1.3489,0.742702,0.954031,1.07466,1.07466
SEC31B,0.537792,0.949347,0.839431,-1.19128,0.00327964,0.223905,0.47029,-2.12635
SEC61A1,0.0994444,0.935545,1.63474,1.63474,0.144938,0.631048,1.54213,1.54213
SEC61A2,0.45499,0.94373,0.830272,-1.20443,0.00102397,0.175413,0.471268,-2.12193
SEC61B,0.256163,0.935545,0.530372,-1.88547,0.692789,0.939327,0.764703,-1.3077
SEC61G,0.274677,0.935545,0.314965,-3.17496,0.83201,0.96996,0.704645,-1.41915
