Probeset ID,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild
SLC41A1,0.0116668,0.0587851,0.467914,-2.13714
SLC41A2,0.0785399,0.195019,1.69648,1.69648
SLC41A3,0.0150644,0.068858,0.472293,-2.11733
SLC43A1,0.0135257,0.064573,0.507491,-1.97048
SLC43A2,0.0700718,0.181492,0.547598,-1.82616
SLC43A3,0.982641,0.98944,0.995727,-1.00429
SLC44A1,0.363626,0.525305,0.784244,-1.27511
SLC44A2,0.316152,0.480473,1.23683,1.23683
SLC44A3,0.224095,0.385181,0.654014,-1.52902
SLC44A3-AS1,0.0374903,0.121708,1.78908,1.78908
SLC44A4,0.811525,0.883487,1.06759,1.06759
SLC44A5,0.202487,0.360213,1.58444,1.58444
SLC45A1,0.0129778,0.0630176,1.21262,1.21262
SLC45A2,0.550507,0.689606,0.848773,-1.17817
SLC45A3,0.00999012,0.0534233,0.730596,-1.36875
SLC45A4,2.54E-05,0.00191576,3.95452,3.95452
SLC46A1,0.353014,0.51539,0.769904,-1.29886
SLC46A2,0.0251076,0.0944306,0.385975,-2.59084
SLC46A3,0.043881,0.134105,1.4985,1.4985
SLC47A1,0.338386,0.501577,0.762519,-1.31144
SLC47A2,0.0559836,0.156623,1.2701,1.2701
SLC48A1,0.12809,0.268333,1.37729,1.37729
SLC49A3,0.21214,0.371476,0.797704,-1.2536
SLC4A1,0.177768,0.331537,0.82607,-1.21055
SLC4A10,0.773135,0.857508,1.04161,1.04161
SLC4A11,0.683312,0.794727,1.32559,1.32559
SLC4A1AP,0.719327,0.820499,0.915672,-1.09209
SLC4A2,0.452005,0.607079,0.856517,-1.16752
SLC4A3,0.548179,0.687509,0.876357,-1.14109
SLC4A4,1.91E-05,0.00159698,0.478496,-2.08988
SLC4A5,0.0132818,0.0638918,0.562082,-1.7791
SLC4A7,0.870716,0.921952,0.954551,-1.04761
SLC4A8,0.59711,0.728435,1.08436,1.08436
SLC4A9,0.0764078,0.191635,0.306524,-3.26239
SLC50A1,0.225614,0.386742,0.80525,-1.24185
SLC51A,0.0529377,0.151078,1.47741,1.47741
SLC51B,0.512128,0.65775,1.17126,1.17126
SLC52A1,0.0312925,0.108553,0.624001,-1.60256
SLC52A2,0.0426185,0.131575,0.726425,-1.3766
SLC52A3,0.394078,0.55464,1.18498,1.18498
SLC5A1,0.000238919,0.0067017,3.41606,3.41606
SLC5A10,0.000407239,0.00914534,0.408802,-2.44617
SLC5A11,0.893887,0.936465,0.954807,-1.04733
SLC5A12,0.564402,0.701282,1.15827,1.15827
SLC5A2,0.0024668,0.0252794,1.64317,1.64317
SLC5A3,0.0434206,0.133216,0.734475,-1.36152
SLC5A4,0.296861,0.461519,1.2418,1.2418
SLC5A4-AS1,0.0018936,0.021697,0.39275,-2.54615
SLC5A5,0.185489,0.340628,0.608332,-1.64384
SLC5A6,0.0176912,0.0761172,0.403248,-2.47986
SLC5A7,0.292093,0.457039,1.34451,1.34451
SLC5A9,0.257095,0.420984,0.831259,-1.203
SLC6A1,0.0599818,0.164144,0.489303,-2.04372
SLC6A1-AS1,0.0328176,0.111881,0.417162,-2.39715
SLC6A11,0.366144,0.5276,1.29572,1.29572
SLC6A12,0.00281513,0.0273466,0.497224,-2.01117
SLC6A13,0.00197278,0.0222293,0.188851,-5.29519
SLC6A14,0.0351117,0.116657,0.756754,-1.32143
SLC6A15,0.0564782,0.157417,1.78447,1.78447
SLC6A16,0.00589015,0.0392399,0.547297,-1.82716
SLC6A17,0.0159663,0.0714267,1.84384,1.84384
SLC6A18,0.0998867,0.227763,0.775394,-1.28967
SLC6A19,0.000799096,0.0131735,1.29114,1.29114
SLC6A2,0.000132472,0.00475829,0.504778,-1.98107
SLC6A20,0.720752,0.821538,1.02428,1.02428
SLC6A3,0.00191632,0.0218069,0.672787,-1.48635
SLC6A4,0.939327,0.964039,1.0175,1.0175
SLC6A5,0.132315,0.273767,0.650295,-1.53776
SLC6A6,6.93E-05,0.00332049,3.05222,3.05222
SLC6A7,0.894784,0.936989,0.968445,-1.03258
SLC6A8,0.272891,0.437695,0.814191,-1.22821
SLC6A9,0.341281,0.504471,1.27889,1.27889
SLC7A1,0.00859221,0.0489001,0.345412,-2.89509
SLC7A10,0.00934193,0.05143,0.309462,-3.23141
SLC7A11,0.130527,0.271444,0.508036,-1.96836
SLC7A11-AS1,0.137556,0.280531,1.23975,1.23975
SLC7A13,0.547199,0.686607,1.28367,1.28367
SLC7A14,0.597083,0.728435,1.11023,1.11023
SLC7A2,0.000280833,0.00736574,0.333225,-3.00098
SLC7A3,0.00619356,0.0404244,0.410426,-2.43649
SLC7A4,0.519027,0.663838,1.16987,1.16987
SLC7A5,0.000394169,0.00898232,1.4317,1.4317
SLC7A6,0.0775017,0.193391,0.657008,-1.52205
SLC7A6OS,0.586528,0.72021,0.875075,-1.14276
SLC7A7,0.000764257,0.0128834,0.640521,-1.56123
SLC7A8,0.310777,0.475565,0.688182,-1.4531
SLC7A9,0.0358722,0.118307,0.479188,-2.08686
SLC8A1,4.35E-05,0.00256065,5.76689,5.76689
SLC8A1-AS1,0.000701613,0.0122418,1.25147,1.25147
SLC8A2,0.50707,0.653391,1.34908,1.34908
SLC8A3,0.110704,0.243519,0.791323,-1.26371
SLC8B1,0.499342,0.647043,0.915799,-1.09194
SLC9A1,0.42473,0.582917,1.1758,1.1758
SLC9A2,0.657232,0.774319,1.10223,1.10223
SLC9A3,0.56598,0.702795,1.2374,1.2374
SLC9A3-AS1,0.00728244,0.0442255,0.582347,-1.71719
SLC9A3R1,0.413619,0.572772,0.797204,-1.25438
SLC9A3R2,0.0496115,0.144857,0.360054,-2.77736
SLC9A4,0.0210353,0.0847004,0.525776,-1.90195
SLC9A5,0.0661453,0.174858,0.332686,-3.00584
SLC9A6,0.403854,0.563972,0.890785,-1.12261
SLC9A7,0.057257,0.158906,0.488985,-2.04505
SLC9A8,0.0015849,0.0196686,4.70516,4.70516
SLC9A9,0.72677,0.825684,1.10351,1.10351
SLC9A9-AS1,0.249412,0.412701,1.12862,1.12862
SLC9A9-AS2,0.0379064,0.122565,0.61104,-1.63655
SLC9B1,0.00147673,0.0188585,0.399868,-2.50083
SLC9B2,0.124975,0.263912,0.584349,-1.71131
SLC9C1,0.00211035,0.0230963,0.280453,-3.56566
SLC9C2,0.000630236,0.0115352,0.283244,-3.53053
SLCO1A2,0.0185817,0.0785464,0.689634,-1.45004
SLCO1B1,0.962149,0.977741,1.01293,1.01293
SLCO1B3,0.0385388,0.123744,0.56852,-1.75895
SLCO1B7,0.218985,0.379516,1.26998,1.26998
SLCO1C1,0.00535919,0.037255,1.23587,1.23587
SLCO2A1,0.0142849,0.0667475,0.578174,-1.72958
SLCO2B1,0.870615,0.921895,1.03351,1.03351
SLCO3A1,0.172242,0.324642,1.23707,1.23707
SLCO4A1,0.0167961,0.073715,0.500556,-1.99778
SLCO4A1-AS1,0.00113492,0.0161292,0.398289,-2.51074
SLCO4C1,0.0393319,0.125383,1.66417,1.66417
SLCO5A1,0.0555169,0.155842,1.2364,1.2364
SLCO6A1,0.00645196,0.0413265,1.23311,1.23311
SLED1,0.0866713,0.207941,1.78226,1.78226
SLF1,0.000689816,0.012111,2.17169,2.17169
SLF2,0.036006,0.118593,1.50759,1.50759
SLFN11,0.13865,0.282096,0.666612,-1.50012
SLFN12,0.8781,0.926705,1.03834,1.03834
SLFN12L,0.0528424,0.150905,0.374108,-2.67302
SLFN13,0.289431,0.454313,1.51217,1.51217
SLFN14,0.0678856,0.177864,1.43199,1.43199
SLFN5,0.195056,0.352051,0.735572,-1.35949
SLFNL1,0.0207377,0.0839713,0.495987,-2.01618
SLFNL1-AS1,0.240986,0.403766,0.741852,-1.34798
SLIRP,0.265177,0.429573,1.42877,1.42877
SLIT1,0.0192861,0.0804765,1.51558,1.51558
SLIT1-AS1,0.000171855,0.00548482,0.776112,-1.28847
SLIT2,0.0203733,0.083057,1.21504,1.21504
SLIT2-IT1,0.124552,0.263383,1.15138,1.15138
SLIT3,0.000145818,0.00499192,0.574208,-1.74153
SLITRK1,0.793456,0.871862,0.956381,-1.04561
SLITRK2,0.459821,0.613393,0.874391,-1.14365
SLITRK3,0.89755,0.938591,0.980315,-1.02008
SLITRK4,0.09704,0.223464,1.6036,1.6036
SLITRK5,0.0245458,0.0931419,1.74079,1.74079
SLITRK6,0.0179058,0.0767441,0.393479,-2.54143
SLK,0.966855,0.980594,1.01661,1.01661
SLMAP,0.0115024,0.0582362,2.21301,2.21301
SLN,0.0450013,0.136109,0.579471,-1.72571
SLPI,5.76E-06,0.00082978,25.7807,25.7807
SLTM,0.384064,0.54458,0.856682,-1.16729
SLU7,0.00170995,0.0205138,1.53479,1.53479
SLURP1,0.0571095,0.158644,0.524879,-1.9052
SLURP2,0.133759,0.275724,0.736099,-1.35851
SLX1B,0.577229,0.712167,0.805591,-1.24133
SLX1B-SULT1A4,0.657192,0.774317,1.08742,1.08742
SLX4,0.183539,0.338238,0.780932,-1.28052
SLX4IP,0.0360288,0.118625,1.58895,1.58895
SMA3,0.0412293,0.12901,1.86706,1.86706
SMA4,0.656426,0.773858,1.13507,1.13507
SMAD1,0.00395035,0.033209,0.589003,-1.69778
SMAD1-AS1,0.00229965,0.0242712,3.31104,3.31104
SMAD1-AS2,0.000519062,0.010336,2.25334,2.25334
SMAD2,0.42928,0.586827,0.724681,-1.37992
SMAD3,0.246923,0.410126,0.844769,-1.18376
SMAD4,0.222456,0.383588,1.49652,1.49652
SMAD5,0.390406,0.551105,1.2561,1.2561
SMAD5-AS1,0.251039,0.414367,1.2205,1.2205
SMAD6,0.723275,0.823304,1.20505,1.20505
SMAD7,0.000707023,0.0123026,0.367653,-2.71996
SMAD9,0.907157,0.944091,0.980398,-1.01999
SMAD9-IT1,0.884408,0.930703,1.06796,1.06796
SMAGP,0.55821,0.695754,1.35288,1.35288
SMAP1,0.00232068,0.0244012,0.544629,-1.83611
SMAP2,0.0018822,0.0216161,4.32842,4.32842
SMARCA1,0.0100199,0.0535192,1.90347,1.90347
SMARCA2,0.0114916,0.0581969,3.2827,3.2827
SMARCA4,0.0403258,0.127266,0.421999,-2.36968
SMARCA5,0.19248,0.349146,0.564343,-1.77197
SMARCA5-AS1,0.915804,0.948986,1.02841,1.02841
SMARCAD1,0.909111,0.945286,1.02683,1.02683
SMARCAL1,0.546406,0.686034,1.32341,1.32341
SMARCB1,8.96E-06,0.00105658,0.46452,-2.15276
SMARCC1,0.487646,0.636917,1.08436,1.08436
SMARCC2,0.00630848,0.0408688,0.57664,-1.73418
SMARCD1,0.0458512,0.137621,0.537502,-1.86046
SMARCD2,0.0901403,0.213487,1.66937,1.66937
SMARCD3,0.000423264,0.00934281,2.35074,2.35074
SMARCE1,0.117827,0.254088,0.544061,-1.83803
SMC1A,0.160729,0.310093,0.771884,-1.29553
SMC1B,0.812388,0.884023,1.05354,1.05354
SMC2,0.0191557,0.0801263,0.396776,-2.52031
SMC2-AS1,0.122151,0.259935,1.15458,1.15458
SMC3,0.0619919,0.167777,0.58934,-1.69681
SMC4,0.244458,0.407436,1.28867,1.28867
SMC5,0.770924,0.856149,0.938258,-1.06581
SMC5-AS1,0.413205,0.572446,1.15281,1.15281
SMC6,0.935321,0.961865,1.02207,1.02207
SMCHD1,0.0815981,0.200184,1.59301,1.59301
SMCO1,0.855482,0.912286,1.08344,1.08344
SMCO2,0.489756,0.638907,1.68858,1.68858
SMCO3,0.00187616,0.0215633,0.256555,-3.89779
SMCO4,0.00128455,0.0173273,2.33976,2.33976
SMCP,0.379526,0.540006,1.1257,1.1257
SMCR2,0.0736531,0.187134,0.706668,-1.41509
SMCR5,0.128273,0.268528,1.53153,1.53153
SMCR8,0.238814,0.401507,0.753855,-1.32651
SMDT1,0.0206724,0.0838039,0.398681,-2.50827
SMG1,0.558254,0.695765,0.866342,-1.15428
SMG1P5,0.678039,0.79066,1.09681,1.09681
SMG1P7,0.627135,0.751264,0.855374,-1.16908
SMG5,0.0123298,0.0610146,1.4426,1.4426
SMG6,0.237976,0.400369,1.24504,1.24504
SMG7,0.364327,0.526012,1.22067,1.22067
SMG7-AS1,2.89E-05,0.00204435,1.88227,1.88227
SMG8,0.0250643,0.0943389,0.519385,-1.92535
SMG9,0.019821,0.0817348,0.66591,-1.5017
SMILR,0.446192,0.601819,1.21187,1.21187
SMIM1,0.389399,0.550075,0.640782,-1.56059
SMIM10,0.0322274,0.110538,1.72241,1.72241
SMIM10L1,0.646137,0.765695,1.07502,1.07502
SMIM10L2A,0.883639,0.930251,0.946023,-1.05706
SMIM10L2B-AS1,0.153112,0.300963,1.61313,1.61313
SMIM11A,0.0139672,0.0659227,0.542298,-1.84401
SMIM12,0.024696,0.0934743,0.620284,-1.61216
SMIM13,0.788211,0.868313,1.06132,1.06132
SMIM14,0.897255,0.938393,0.964517,-1.03679
SMIM15,0.0779316,0.194056,0.63759,-1.5684
SMIM15-AS1,0.000862612,0.0137552,1.79109,1.79109
SMIM17,0.305779,0.470778,0.727617,-1.37435
SMIM18,0.352906,0.515299,1.3658,1.3658
SMIM19,0.0980544,0.225002,0.739779,-1.35176
SMIM2,0.0368605,0.12034,0.387706,-2.57928
SMIM2-AS1,0.00388628,0.0328987,0.707121,-1.41418
SMIM2-IT1,0.0130053,0.0631036,2.62542,2.62542
SMIM20,0.00851096,0.0486167,1.51987,1.51987
SMIM21,0.204501,0.362587,1.42193,1.42193
SMIM22,0.0635085,0.170523,1.37614,1.37614
SMIM23,0.0884244,0.210755,1.42257,1.42257
SMIM24,0.659431,0.776215,0.906336,-1.10334
SMIM25,2.55E-05,0.00191576,2.01147,2.01147
SMIM26,0.850559,0.909109,0.926574,-1.07924
SMIM27,0.587396,0.720882,0.902848,-1.10761
SMIM28,0.134882,0.277085,1.15032,1.15032
SMIM29,0.016029,0.0715693,0.549383,-1.82022
SMIM30,0.481738,0.632052,0.857292,-1.16646
SMIM31,0.108833,0.240656,1.4099,1.4099
SMIM32,0.865345,0.918434,1.06013,1.06013
SMIM33,0.0725977,0.185653,0.887581,-1.12666
SMIM34B,0.114996,0.249797,0.605826,-1.65064
SMIM35,0.876056,0.925398,0.986655,-1.01353
SMIM36,0.457073,0.611364,1.12862,1.12862
SMIM4,0.244117,0.407083,0.640904,-1.5603
SMIM5,0.0145848,0.0675149,1.89613,1.89613
SMIM6,0.0987905,0.226182,0.491434,-2.03486
SMIM7,0.0544287,0.153809,0.679273,-1.47216
SMIM8,0.360739,0.522583,1.09526,1.09526
SMIM9,0.70992,0.813702,0.94264,-1.06085
SMKR1,0.210573,0.369842,0.57148,-1.74984
SMLR1,0.387533,0.548178,1.24238,1.24238
SMNDC1,0.437218,0.593928,1.27301,1.27301
SMO,0.0553319,0.15544,1.74477,1.74477
SMOC1,0.0158709,0.0711682,1.6108,1.6108
SMOC2,0.861394,0.916128,1.11358,1.11358
SMOX,0.376708,0.537466,0.813226,-1.22967
SMPD1,0.02207,0.087314,0.443835,-2.25309
SMPD2,0.286355,0.451162,0.813851,-1.22873
SMPD3,0.246166,0.409202,0.571407,-1.75007
SMPD4,0.347293,0.510162,0.858635,-1.16464
SMPDL3A,0.677363,0.790297,1.176,1.176
SMPDL3B,0.357836,0.519804,1.27995,1.27995
SMPX,0.878264,0.926791,0.970451,-1.03045
SMR3A,0.205943,0.364394,1.13483,1.13483
SMR3B,0.00619283,0.0404244,0.239675,-4.17232
SMS,0.880361,0.928173,0.974022,-1.02667
SMTN,1.28E-05,0.00130046,0.383345,-2.60862
SMTNL1,0.366428,0.527763,1.21896,1.21896
SMTNL2,0.0166532,0.0733551,0.650187,-1.53802
SMU1,0.0382171,0.123149,2.13215,2.13215
SMUG1,0.00315205,0.0291435,1.29567,1.29567
SMUG1-AS1,0.000254357,0.00697013,0.346484,-2.88613
SMURF1,0.384575,0.545063,1.23998,1.23998
SMURF2,0.273854,0.438709,1.40997,1.40997
SMURF2P1-LRRC37BP1,0.13008,0.270779,0.633979,-1.57734
SMYD1,0.218757,0.379246,1.34173,1.34173
SMYD2,0.0842147,0.204236,0.615499,-1.6247
SMYD3,0.846477,0.906284,0.983954,-1.01631
SMYD3-IT1,2.61E-07,0.000174865,3.59482,3.59482
SMYD4,0.0236148,0.0910154,0.552568,-1.80973
SMYD5,0.0890368,0.211757,1.34477,1.34477
SNAI1,0.619091,0.745011,1.22212,1.22212
SNAI2,0.435443,0.592504,1.09598,1.09598
SNAI3,0.372721,0.533706,1.29824,1.29824
SNAI3-AS1,0.13747,0.280419,1.22097,1.22097
SNAP23,0.231417,0.393255,1.24174,1.24174
SNAP25,0.791815,0.87087,1.09285,1.09285
SNAP25-AS1,0.638296,0.759363,0.958426,-1.04338
SNAP29,0.754411,0.844992,0.918003,-1.08932
SNAP47,0.119939,0.25695,0.834151,-1.19882
SNAP47-AS1,0.355968,0.518084,1.28717,1.28717
SNAP91,0.110089,0.242631,1.72075,1.72075
SNAPC1,0.0914732,0.215471,2.15942,2.15942
SNAPC2,0.198562,0.355857,1.14509,1.14509
SNAPC3,0.125311,0.264402,0.572378,-1.7471
SNAPC4,0.068921,0.179601,0.591274,-1.69126
SNAPC5,0.418579,0.577095,0.797959,-1.2532
SNAPIN,0.921431,0.952499,1.01328,1.01328
SNCA,0.157363,0.305895,0.411466,-2.43033
SNCA-AS1,0.0414922,0.129525,1.39124,1.39124
SNCAIP,0.0214059,0.0856025,2.7809,2.7809
SNCB,0.0190898,0.0799402,1.72127,1.72127
SNCG,0.320433,0.484633,0.767775,-1.30247
SND1,0.732554,0.829456,1.10529,1.10529
SND1-IT1,0.0141589,0.0663938,0.509451,-1.9629
SNED1,0.1197,0.256592,0.613499,-1.62999
SNF8,0.95304,0.972029,0.98449,-1.01575
SNHG1,0.151647,0.299037,0.784079,-1.27538
SNHG10,0.379468,0.540006,0.934236,-1.07039
SNHG11,0.000331836,0.008128,0.677819,-1.47532
SNHG12,0.0655192,0.173891,0.591552,-1.69047
SNHG14,0.00469666,0.0365854,0.776507,-1.28782
SNHG15,0.208368,0.36722,0.787123,-1.27045
SNHG16,0.202002,0.359706,1.14295,1.14295
SNHG17,0.0161288,0.0718198,0.674799,-1.48192
SNHG18,0.375323,0.536223,0.843526,-1.1855
SNHG19,0.397004,0.557462,0.852886,-1.17249
SNHG20,0.65654,0.773938,0.948167,-1.05467
SNHG21,0.399078,0.559428,1.14259,1.14259
SNHG22,0.102902,0.2321,0.771963,-1.2954
SNHG25,0.0755555,0.190147,0.488191,-2.04838
SNHG26,0.759284,0.848454,0.95192,-1.05051
SNHG27,0.109508,0.241743,0.916978,-1.09054
SNHG28,0.0756441,0.190305,0.674798,-1.48192
SNHG3,0.0779891,0.194135,1.63261,1.63261
SNHG4,0.0638675,0.171142,0.894467,-1.11798
SNHG5,0.201487,0.35909,0.775562,-1.28939
SNHG6,0.0254733,0.0953658,0.416067,-2.40346
SNHG7,0.0653515,0.17362,0.697322,-1.43406
SNHG8,0.0693411,0.180245,0.476902,-2.09687
SNHG9,0.802786,0.877682,1.03428,1.03428
SNIP1,0.000108135,0.00428185,3.59701,3.59701
SNN,0.07602,0.190962,2.03465,2.03465
SNORC,0.75766,0.84717,1.0924,1.0924
SNPH,0.236562,0.399008,1.43732,1.43732
SNRK,0.00189797,0.0217249,1.95257,1.95257
SNRK-AS1,0.751368,0.84272,1.08767,1.08767
SNRNP200,0.288734,0.453593,0.668445,-1.49601
SNRNP25,0.229599,0.391195,0.761698,-1.31286
SNRNP27,0.538986,0.680052,1.09316,1.09316
SNRNP35,0.0351946,0.116865,1.49662,1.49662
SNRNP40,0.00204229,0.0226624,0.429222,-2.3298
SNRNP48,0.0486773,0.143151,2.0776,2.0776
SNRNP70,0.480174,0.63072,0.737167,-1.35654
SNRPA,0.156372,0.304814,0.580618,-1.7223
SNRPA1,0.10103,0.229433,0.632709,-1.5805
SNRPB,0.302094,0.467127,0.623757,-1.60319
SNRPB2,0.11485,0.249589,0.721582,-1.38584
SNRPC,0.159949,0.309015,0.662042,-1.51048
SNRPD1,0.00131116,0.0175385,0.325214,-3.0749
SNRPD2,0.056855,0.158152,0.580975,-1.72125
SNRPD3,0.00625443,0.0406715,0.613219,-1.63074
SNRPE,0.394717,0.555294,0.856014,-1.16821
SNRPF,0.715134,0.817405,0.917477,-1.08995
SNRPG,0.0492624,0.144191,0.445631,-2.24401
SNRPN,0.00576259,0.0387078,0.516737,-1.93522
SNTA1,0.676396,0.789612,1.28539,1.28539
SNTB1,0.128682,0.268982,0.635145,-1.57444
SNTB2,0.168968,0.320612,0.75223,-1.32938
SNTG1,0.16094,0.310373,1.24124,1.24124
SNTG2,0.0491949,0.144078,0.554498,-1.80343
SNTN,0.719813,0.820886,0.962502,-1.03896
SNU13,0.00973092,0.0526595,0.551703,-1.81257
SNUPN,0.747337,0.839881,0.837692,-1.19376
SNURF,0.00630637,0.0408658,0.30393,-3.29023
SNW1,0.697243,0.804003,0.893352,-1.11938
SNX1,0.830254,0.895654,1.03112,1.03112
SNX10,7.50E-05,0.00350441,1.70751,1.70751
SNX11,8.33E-05,0.00369834,1.75329,1.75329
SNX12,0.00188676,0.0216463,1.43989,1.43989
SNX13,0.00775909,0.0460349,1.65799,1.65799
SNX14,0.728093,0.826491,1.07375,1.07375
SNX15,0.00585672,0.0391064,0.593259,-1.68561
SNX16,0.10753,0.23887,1.72772,1.72772
SNX17,0.170693,0.322834,1.22979,1.22979
SNX18,0.0272949,0.0996225,1.44903,1.44903
SNX19,0.230363,0.39208,0.774107,-1.29181
SNX2,0.0710893,0.18316,0.490684,-2.03797
SNX20,0.125087,0.264066,1.23291,1.23291
SNX21,0.05894,0.162261,0.781439,-1.27969
SNX22,0.00592762,0.0393979,0.482388,-2.07302
SNX24,0.723695,0.823615,0.928707,-1.07677
SNX25,0.0849085,0.205203,1.22178,1.22178
SNX27,0.000481824,0.00998026,2.36717,2.36717
SNX29,0.00114873,0.016219,0.491468,-2.03472
SNX29P2,0.16648,0.317194,0.693362,-1.44225
SNX3,0.979215,0.987577,0.99456,-1.00547
SNX30,0.783632,0.86516,0.934023,-1.07064
SNX31,0.698162,0.804608,0.770814,-1.29733
SNX32,0.100813,0.229088,0.715095,-1.39842
SNX33,0.00254323,0.0257099,1.21503,1.21503
SNX4,0.961534,0.977388,0.989382,-1.01073
SNX5,0.040373,0.127361,0.561698,-1.78032
SNX6,0.804113,0.878554,0.909434,-1.09958
SNX7,0.36199,0.523813,0.66974,-1.49312
SNX8,0.408288,0.567891,0.796253,-1.25588
SNX9,0.233282,0.395295,0.614906,-1.62626
SOAT1,0.426014,0.584055,1.38105,1.38105
SOAT2,0.560018,0.697286,1.14943,1.14943
SOBP,0.00186627,0.0215195,1.9777,1.9777
SOCS1,0.264987,0.429406,0.685668,-1.45843
SOCS2,0.0083519,0.0480757,1.82222,1.82222
SOCS2-AS1,0.0149894,0.0686716,0.658682,-1.51818
SOCS3,0.329971,0.493675,1.17748,1.17748
SOCS4,0.103125,0.232356,0.774675,-1.29086
SOCS5,0.012422,0.0613152,0.594252,-1.68279
SOCS6,0.206525,0.365035,0.664361,-1.5052
SOCS7,0.00425306,0.0346113,0.556012,-1.79852
SOD1,0.0726503,0.185734,0.460965,-2.16936
SOD2,3.86E-06,0.000659618,6.4673,6.4673
SOD2-OT1,0.68067,0.79262,1.08811,1.08811
SOD3,0.800504,0.876111,1.10235,1.10235
SOGA1,0.115614,0.25074,0.668166,-1.49663
SOGA3,0.132927,0.274653,1.7328,1.7328
SOHLH1,0.00640558,0.041147,0.328662,-3.04264
SOHLH2,0.207386,0.365978,1.50092,1.50092
SON,0.352474,0.514921,1.10875,1.10875
SORBS1,0.434925,0.592142,0.788108,-1.26886
SORBS2,0.976838,0.986241,0.993177,-1.00687
SORBS3,0.418894,0.577319,1.3603,1.3603
SORCS1,0.0612745,0.166479,1.56999,1.56999
SORCS2,0.189009,0.344929,0.737477,-1.35597
SORCS3,0.0886746,0.211176,1.168,1.168
SORCS3-AS1,0.810314,0.882692,0.939461,-1.06444
SORD,0.956666,0.974249,0.978741,-1.02172
SORL1,1.80E-07,0.000154979,4.10369,4.10369
SORT1,0.685541,0.796327,1.08021,1.08021
SOS1,0.82524,0.89254,0.946052,-1.05702
SOS1-IT1,0.512719,0.658249,1.09791,1.09791
SOS2,0.000110992,0.00434591,3.21068,3.21068
SOST,0.15362,0.301482,1.15452,1.15452
SOSTDC1,0.041242,0.129022,1.83306,1.83306
SOWAHA,0.704933,0.809787,1.04573,1.04573
SOWAHB,0.00414886,0.0341698,1.23956,1.23956
SOWAHC,0.129418,0.269953,1.54808,1.54808
SOWAHD,0.0281405,0.101499,1.46226,1.46226
SOX1,0.824591,0.892121,0.94254,-1.06096
SOX1-OT,0.61281,0.740125,0.892345,-1.12064
SOX10,0.190482,0.346857,1.17115,1.17115
SOX11,0.011031,0.0568339,1.21691,1.21691
SOX12,0.510482,0.656261,1.35946,1.35946
SOX13,0.021183,0.0850131,0.545774,-1.83226
SOX14,0.0530329,0.151285,0.532993,-1.8762
SOX15,0.619556,0.745389,1.10837,1.10837
SOX17,9.31E-05,0.00392224,3.68531,3.68531
SOX18,0.0192011,0.0802413,1.31013,1.31013
SOX2,0.00641631,0.0411982,1.24218,1.24218
SOX2-OT,0.0458486,0.137621,0.895709,-1.11643
SOX21,0.171825,0.324359,1.24126,1.24126
SOX21-AS1,0.00232508,0.024436,2.71884,2.71884
SOX3,0.899931,0.940135,1.01404,1.01404
SOX30,0.497937,0.645969,0.62016,-1.61249
SOX4,0.360553,0.522415,1.25498,1.25498
SOX5,0.0235014,0.0907423,0.73793,-1.35514
SOX5-AS1,0.164122,0.31434,1.1093,1.1093
SOX6,0.314144,0.478577,1.15973,1.15973
SOX7,0.32998,0.493675,1.37041,1.37041
SOX8,0.894486,0.936852,1.01636,1.01636
SOX9,0.766894,0.853493,0.867106,-1.15326
SOX9-AS1,0.671477,0.785641,0.954942,-1.04718
SP1,0.00302721,0.0285007,1.7577,1.7577
SP100,0.111313,0.244411,0.598656,-1.67041
SP110,0.758561,0.847924,1.05187,1.05187
SP140,0.00642635,0.041239,0.487,-2.05339
SP140L,0.0894357,0.212389,0.662553,-1.50931
SP2,0.412482,0.57166,1.26148,1.26148
SP2-AS1,0.000111729,0.00435744,0.549672,-1.81927
SP3,0.533112,0.675282,1.06891,1.06891
SP4,0.571778,0.707739,0.849443,-1.17724
SP5,0.416145,0.575287,1.19912,1.19912
SP6,0.768921,0.854868,1.11909,1.11909
SP7,0.0029322,0.0280421,0.449199,-2.22619
SP8,0.346867,0.509664,0.858057,-1.16542
SP9,5.70E-05,0.00295061,1.31737,1.31737
SPA17,0.00901445,0.0503577,1.53542,1.53542
SPAAR,0.85999,0.915265,0.980282,-1.02011
SPACA1,0.865854,0.918735,0.96908,-1.03191
SPACA3,0.279758,0.444534,1.18326,1.18326
SPACA4,0.0221495,0.0874892,0.475685,-2.10223
SPACA5,0.199087,0.356485,1.53082,1.53082
SPACA6,0.0937639,0.218775,0.804269,-1.24336
SPACA6P-AS,0.135887,0.278313,0.720345,-1.38822
SPACA7,0.0435675,0.133533,0.67216,-1.48774
SPACA9,0.300286,0.465246,0.909965,-1.09894
SPAG1,3.02E-08,5.21E-05,7.29953,7.29953
SPAG11A,0.686351,0.796794,0.945067,-1.05813
SPAG11B,0.00464327,0.0363165,0.630244,-1.58669
SPAG16,0.102669,0.231782,1.15653,1.15653
SPAG17,0.426161,0.584151,1.18922,1.18922
SPAG4,0.590441,0.72331,0.83535,-1.1971
SPAG5,0.05943,0.163208,1.40817,1.40817
SPAG5-AS1,0.0660477,0.174684,1.50599,1.50599
SPAG6,0.00632559,0.0408988,2.21788,2.21788
