Probeset ID,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild
SFTPA1,0.00698333,0.0432349,1.23041,1.23041
SFTPA2,0.1365,0.279167,1.15104,1.15104
SFTPB,0.0194457,0.0808406,1.21347,1.21347
SFTPC,0.278507,0.4432,1.14348,1.14348
SFTPD,0.000922556,0.0143586,0.230741,-4.33386
SFTPD-AS1,0.335585,0.499014,1.13218,1.13218
SFXN1,0.0746029,0.188537,0.534959,-1.8693
SFXN2,0.100311,0.228356,2.292,2.292
SFXN3,0.109468,0.241665,0.578047,-1.72996
SFXN4,0.428107,0.585831,0.883904,-1.13134
SFXN5,0.633361,0.756093,0.932332,-1.07258
SGCA,0.840549,0.902481,0.972874,-1.02788
SGCB,0.847882,0.907268,0.953488,-1.04878
SGCD,0.654011,0.772068,0.85004,-1.17641
SGCE,0.98911,0.993276,0.997386,-1.00262
SGCG,0.0729131,0.186136,1.62601,1.62601
SGCZ,0.344486,0.507505,0.686098,-1.45752
SGF29,0.573709,0.709263,0.873248,-1.14515
SGIP1,0.16337,0.313319,0.576952,-1.73325
SGK1,0.308183,0.473108,1.44043,1.44043
SGK2,0.00149735,0.0190404,2.61247,2.61247
SGK3,0.975083,0.985127,1.00817,1.00817
SGK494,0.283042,0.447911,0.780897,-1.28058
SGMS1,0.665603,0.781094,1.0828,1.0828
SGMS1-AS1,0.296953,0.461581,1.14182,1.14182
SGMS2,0.00166574,0.020231,3.39408,3.39408
SGO1,0.00838152,0.0481782,1.44837,1.44837
SGO1-AS1,0.107489,0.238823,0.880501,-1.13572
SGO2,0.675612,0.788944,0.83279,-1.20078
SGPL1,0.391848,0.552426,1.2495,1.2495
SGPP1,0.0193783,0.0806771,0.53648,-1.864
SGPP2,0.0335909,0.113476,1.18924,1.18924
SGSH,0.045265,0.136611,0.607121,-1.64712
SGSM1,0.287015,0.451726,0.813047,-1.22994
SGSM2,0.166642,0.317433,0.786799,-1.27097
SGTA,0.233887,0.395876,1.17794,1.17794
SGTB,0.0134514,0.0643543,1.62442,1.62442
SH2B1,0.00480883,0.0368263,0.753208,-1.32765
SH2B2,0.0124368,0.0613679,1.56663,1.56663
SH2B3,0.223518,0.384696,0.74887,-1.33535
SH2D1A,0.0586216,0.161608,0.644199,-1.55232
SH2D1B,0.462713,0.615764,0.72685,-1.3758
SH2D2A,0.707896,0.812136,0.941309,-1.06235
SH2D3A,0.000843536,0.0135804,1.65797,1.65797
SH2D3C,0.0616142,0.167148,1.31763,1.31763
SH2D4A,0.0238764,0.0916612,0.48327,-2.06924
SH2D4B,0.467174,0.619802,1.20752,1.20752
SH2D5,0.000254553,0.00697013,0.504619,-1.98169
SH2D6,0.166662,0.317446,0.795864,-1.2565
SH2D7,0.779804,0.862512,1.15435,1.15435
SH3BGR,0.0817726,0.20048,1.29634,1.29634
SH3BGRL,0.847954,0.907302,1.05851,1.05851
SH3BGRL2,0.904622,0.942593,1.05849,1.05849
SH3BGRL3,0.873931,0.924286,1.06017,1.06017
SH3BP1,0.0140707,0.0662227,0.565132,-1.7695
SH3BP2,0.159105,0.308199,1.17211,1.17211
SH3BP4,0.0132266,0.0637286,0.816981,-1.22402
SH3BP5,0.715086,0.817405,0.910196,-1.09866
SH3BP5-AS1,0.696806,0.803727,1.0618,1.0618
SH3BP5L,0.0290737,0.103503,2.15321,2.15321
SH3D19,0.205435,0.363753,1.21683,1.21683
SH3D21,0.79287,0.871603,0.95409,-1.04812
SH3GL1,0.0467239,0.139364,1.51743,1.51743
SH3GL2,0.135135,0.277349,0.622036,-1.60762
SH3GL3,0.759099,0.848356,1.07975,1.07975
SH3GLB1,0.00390181,0.0329928,3.42301,3.42301
SH3GLB2,0.0478257,0.141426,0.724498,-1.38027
SH3KBP1,0.783559,0.865123,0.932938,-1.07188
SH3PXD2A,0.00515286,0.0368263,0.697823,-1.43303
SH3PXD2A-AS1,0.401197,0.561415,1.35249,1.35249
SH3PXD2B,0.445535,0.601283,1.27894,1.27894
SH3RF1,0.68603,0.796607,1.05979,1.05979
SH3RF2,0.0277888,0.100722,0.660514,-1.51397
SH3RF3,0.0956511,0.221666,2.20618,2.20618
SH3RF3-AS1,0.186446,0.341852,1.75459,1.75459
SH3TC1,0.245625,0.408696,0.804514,-1.24299
SH3TC2,0.0132156,0.0636827,0.351953,-2.84129
SH3TC2-DT,0.405553,0.565639,1.08902,1.08902
SH3YL1,0.477559,0.628316,1.07692,1.07692
SHANK1,0.0969906,0.22343,1.76914,1.76914
SHANK2,0.92238,0.953127,0.98565,-1.01456
SHANK2-AS1,0.805367,0.879349,0.964711,-1.03658
SHANK2-AS2,0.056112,0.156737,0.374369,-2.67116
SHANK2-AS3,0.621921,0.747312,1.20388,1.20388
SHANK3,0.262896,0.427315,1.36339,1.36339
SHARPIN,0.921784,0.952709,1.00745,1.00745
SHB,0.362008,0.523813,1.56589,1.56589
SHBG,0.000112576,0.00437652,2.28631,2.28631
SHC1,0.156167,0.304602,0.648951,-1.54095
SHC2,0.980608,0.988335,1.01016,1.01016
SHC3,0.0826114,0.201778,0.695304,-1.43822
SHC4,0.383361,0.543911,1.23381,1.23381
SHCBP1,0.593374,0.72554,1.10484,1.10484
SHCBP1L,0.0375448,0.121799,0.791093,-1.26407
SHD,0.605355,0.734594,1.12456,1.12456
SHE,0.431519,0.588828,1.21294,1.21294
SHF,0.0661514,0.174864,0.608928,-1.64223
SHH,0.604858,0.734233,1.08373,1.08373
SHISA2,0.0130642,0.0632798,1.20882,1.20882
SHISA3,0.200647,0.358219,1.6452,1.6452
SHISA4,0.149928,0.296744,0.708549,-1.41134
SHISA5,0.243923,0.406877,1.23987,1.23987
SHISA6,0.178551,0.332421,0.753881,-1.32647
SHISA7,0.289484,0.454368,0.708323,-1.41179
SHISA8,0.0336432,0.11359,0.418207,-2.39116
SHISA9,0.19399,0.350866,1.11334,1.11334
SHISAL1,0.00693957,0.0431129,1.32623,1.32623
SHISAL2A,0.0239757,0.0919163,0.557141,-1.79488
SHISAL2B,0.827435,0.893878,0.969741,-1.0312
SHKBP1,0.102459,0.231507,0.693214,-1.44256
SHLD1,0.00637125,0.0410196,2.92134,2.92134
SHLD2,0.329627,0.49346,0.895177,-1.1171
SHLD3,0.0578534,0.160194,0.589062,-1.69761
SHMT1,0.78981,0.869411,1.07313,1.07313
SHMT2,0.000287561,0.00749834,2.16933,2.16933
SHOC2,4.34E-05,0.00256065,2.19716,2.19716
SHOX,0.0495369,0.144758,0.498089,-2.00767
SHOX2,0.471422,0.623077,0.769227,-1.30001
SHPK,0.478562,0.629143,1.21852,1.21852
SHPRH,0.128453,0.268742,1.44623,1.44623
SHQ1,0.859235,0.91483,0.973851,-1.02685
SHROOM1,0.237715,0.400077,1.69202,1.69202
SHROOM2,0.000402469,0.00910386,2.46743,2.46743
SHROOM3,0.0870748,0.208574,0.846565,-1.18124
SHROOM4,0.00516629,0.0368263,1.24179,1.24179
SHTN1,0.174349,0.327248,1.68699,1.68699
SI,0.14129,0.285368,1.15179,1.15179
SIAE,0.68525,0.79603,0.915695,-1.09207
SIAH1,0.0868457,0.208158,1.35794,1.35794
SIAH2,0.0172844,0.0749624,1.57333,1.57333
SIAH2-AS1,0.164586,0.314936,0.836862,-1.19494
SIAH3,0.626072,0.75045,0.853869,-1.17114
SIDT1,0.355867,0.518036,0.857529,-1.16614
SIDT1-AS1,0.764487,0.851807,1.07798,1.07798
SIDT2,0.106529,0.237323,1.44343,1.44343
SIGIRR,0.00793732,0.0466478,0.654201,-1.52858
SIGLEC1,0.00266972,0.0264576,0.313492,-3.18988
SIGLEC10,0.785878,0.866807,0.921241,-1.08549
SIGLEC11,0.122694,0.26077,0.903144,-1.10724
SIGLEC12,0.0514691,0.148421,0.519367,-1.92542
SIGLEC14,0.0166285,0.0732895,3.13362,3.13362
SIGLEC15,0.885614,0.931455,1.02946,1.02946
SIGLEC5,0.0041787,0.0342737,2.21031,2.21031
SIGLEC6,0.0610744,0.166116,0.709133,-1.41017
SIGLEC7,0.145702,0.291222,0.714794,-1.399
SIGLEC8,0.624727,0.749469,0.955277,-1.04682
SIGLEC9,0.0525798,0.150433,1.49133,1.49133
SIGLECL1,0.629977,0.753418,0.926836,-1.07894
SIGMAR1,0.130447,0.271329,0.744009,-1.34407
SIK1,0.151598,0.298967,0.610109,-1.63905
SIK1B,0.00960507,0.0522117,1.88643,1.88643
SIK2,0.518475,0.663303,1.35658,1.35658
SIK3,0.483165,0.633238,0.890292,-1.12323
SIK3-IT1,0.814758,0.885632,0.935384,-1.06908
SIKE1,0.0103566,0.0547176,1.48988,1.48988
SIL1,0.190138,0.346453,0.751434,-1.33079
SIM1,0.000399085,0.00907129,4.71522,4.71522
SIM2,0.923284,0.953684,1.02503,1.02503
SIMC1,0.00166929,0.0202392,0.633826,-1.57772
SIN3A,0.00578887,0.0387988,0.63806,-1.56725
SIN3B,0.00984084,0.0529666,0.48179,-2.07559
SINHCAF,0.727547,0.826236,0.962808,-1.03863
SIPA1,0.00557439,0.0380933,1.66879,1.66879
SIPA1L1,0.0475941,0.141049,0.689544,-1.45023
SIPA1L2,0.000616868,0.0113763,3.36028,3.36028
SIPA1L3,0.622588,0.747793,0.941125,-1.06256
SIRLNT,0.101304,0.229754,0.751697,-1.33032
SIRPA,0.00212993,0.023188,2.07871,2.07871
SIRPB1,4.04E-05,0.00247024,3.00843,3.00843
SIRPB2,0.106708,0.237574,0.675903,-1.4795
SIRPD,0.534429,0.67632,0.9187,-1.08849
SIRPG,0.00527636,0.0369349,0.328095,-3.0479
SIRPG-AS1,0.126933,0.266706,0.585053,-1.70925
SIRT1,0.0107934,0.0562366,1.66983,1.66983
SIRT2,0.482691,0.632851,1.26238,1.26238
SIRT3,0.0403601,0.127339,0.496894,-2.0125
SIRT4,3.28E-05,0.0022061,2.92406,2.92406
SIRT5,0.668569,0.783373,1.09123,1.09123
SIRT6,0.915582,0.948871,1.06062,1.06062
SIRT7,0.0155828,0.0704065,0.555217,-1.8011
SIT1,0.382341,0.542859,1.12203,1.12203
SIVA1,0.668477,0.783312,1.16532,1.16532
SIX1,0.707734,0.81209,0.889009,-1.12485
SIX2,0.440829,0.597313,1.23426,1.23426
SIX3,0.14064,0.284634,1.15006,1.15006
SIX3-AS1,0.979434,0.987697,1.00673,1.00673
SIX4,0.945041,0.966981,1.01462,1.01462
SIX5,0.862903,0.916884,0.961401,-1.04015
SIX6,0.152642,0.300379,1.30265,1.30265
SKA1,0.360734,0.522583,1.08694,1.08694
SKA2,0.125413,0.264518,0.620096,-1.61265
SKA3,0.0836994,0.203534,1.34387,1.34387
SKAP1,0.00953391,0.0519825,0.201997,-4.95056
SKAP1-AS1,0.679341,0.791752,1.15818,1.15818
SKAP2,0.0128157,0.0625736,0.294074,-3.40051
SKI,0.757743,0.847242,0.879551,-1.13694
SKIDA1,0.0614306,0.166822,1.56627,1.56627
SKIL,7.21E-05,0.00340073,1.98389,1.98389
SKIV2L,0.663075,0.779156,0.948029,-1.05482
SKOR1,0.0154241,0.0699041,0.287303,-3.48064
SKOR2,0.206937,0.365391,1.15435,1.15435
SKP1,0.00783914,0.0462769,1.30165,1.30165
SKP1P2,0.569406,0.705817,0.87462,-1.14335
SKP2,0.0205939,0.0835917,0.541127,-1.84799
SLA,2.84E-05,0.00204435,2.43435,2.43435
SLA2,0.0339417,0.114262,0.765424,-1.30647
SLAIN1,0.587957,0.721189,1.07563,1.07563
SLAIN2,0.00193262,0.0219255,0.371864,-2.68916
SLAMF1,0.0334081,0.11318,0.525999,-1.90115
SLAMF6,0.352869,0.515278,0.734535,-1.36141
SLAMF7,0.21294,0.372524,0.50866,-1.96595
SLAMF8,0.397297,0.557769,1.60105,1.60105
SLAMF9,0.00648294,0.0414384,0.516759,-1.93514
SLBP,0.11655,0.25225,0.684353,-1.46123
SLC10A1,0.131232,0.272173,3.49992,3.49992
SLC10A2,0.0683194,0.178636,1.17128,1.17128
SLC10A3,0.240048,0.402734,0.804639,-1.24279
SLC10A4,0.641422,0.761962,1.04248,1.04248
SLC10A5,0.000171651,0.00548401,1.28773,1.28773
SLC10A6,0.143447,0.288284,1.2995,1.2995
SLC10A7,0.135834,0.278286,1.31367,1.31367
SLC11A1,0.0175434,0.0756807,3.27485,3.27485
SLC11A2,0.642081,0.762422,1.1233,1.1233
SLC12A1,0.820961,0.889845,0.97087,-1.03
SLC12A2,0.215867,0.375855,0.694735,-1.4394
SLC12A3,0.188047,0.343692,1.31833,1.31833
SLC12A4,0.293488,0.458294,1.16298,1.16298
SLC12A5,0.0234879,0.0907058,0.714631,-1.39932
SLC12A5-AS1,0.991785,0.995004,1.00211,1.00211
SLC12A6,0.00986266,0.0530267,0.725923,-1.37756
SLC12A7,0.408454,0.567953,0.859207,-1.16386
SLC12A8,0.0526874,0.150616,0.487953,-2.04938
SLC12A9,0.648399,0.767423,0.8858,-1.12892
SLC12A9-AS1,0.871604,0.92265,1.02373,1.02373
SLC13A1,0.0010257,0.0152239,0.249621,-4.00608
SLC13A2,0.260136,0.424167,1.25191,1.25191
SLC13A3,0.00451661,0.03575,0.675629,-1.4801
SLC13A4,0.891469,0.93498,0.977865,-1.02264
SLC13A5,0.00948421,0.051806,0.327006,-3.05805
SLC14A1,0.109746,0.242138,1.24513,1.24513
SLC14A2,0.948623,0.969255,1.02234,1.02234
SLC14A2-AS1,0.726207,0.825237,1.08458,1.08458
SLC15A1,0.812841,0.88434,1.0708,1.0708
SLC15A2,0.589526,0.722604,1.11501,1.11501
SLC15A3,0.00752151,0.0450963,1.68926,1.68926
SLC15A4,4.83E-07,0.000232663,3.68545,3.68545
SLC15A5,0.314817,0.479106,3.36941,3.36941
SLC16A1,0.871917,0.922787,1.02602,1.02602
SLC16A1-AS1,0.0124739,0.0614949,0.585222,-1.70875
SLC16A10,0.00871554,0.0493888,0.443267,-2.25598
SLC16A11,0.000295646,0.00756342,0.266846,-3.74749
SLC16A12,0.52517,0.669022,1.16224,1.16224
SLC16A12-AS1,0.45473,0.609351,0.864158,-1.1572
SLC16A13,0.0194262,0.0808063,0.441324,-2.26591
SLC16A14,0.223846,0.384993,1.13264,1.13264
SLC16A2,0.974885,0.985101,0.988052,-1.01209
SLC16A3,0.000129437,0.00470549,3.14866,3.14866
SLC16A4,0.000424889,0.00935013,4.32005,4.32005
SLC16A5,0.00892205,0.0500779,0.580663,-1.72217
SLC16A6,0.0134395,0.0643261,2.11752,2.11752
SLC16A7,0.0474081,0.140769,0.534216,-1.8719
SLC16A8,1.23E-05,0.00128158,0.455542,-2.19519
SLC16A9,0.290034,0.454896,0.689704,-1.4499
SLC17A1,0.134361,0.276468,1.31673,1.31673
SLC17A2,0.00519769,0.0368263,1.24153,1.24153
SLC17A3,0.286299,0.45109,1.12241,1.12241
SLC17A4,0.00511157,0.0368263,1.24227,1.24227
SLC17A5,0.0151682,0.0691283,0.483846,-2.06677
SLC17A6,0.0465214,0.138991,1.69267,1.69267
SLC17A7,0.061798,0.167424,1.45635,1.45635
SLC17A8,0.878023,0.92669,1.03226,1.03226
SLC17A9,0.520113,0.664632,1.37576,1.37576
SLC18A1,0.00818359,0.047493,0.625592,-1.59849
SLC18A2,0.199741,0.357228,0.661848,-1.51092
SLC18A3,0.434593,0.591761,0.828716,-1.20669
SLC18B1,0.00708755,0.0435203,0.229323,-4.36067
SLC19A1,0.430141,0.587538,1.12015,1.12015
SLC19A2,0.050035,0.145644,2.26897,2.26897
SLC19A3,0.0155808,0.0704065,1.40151,1.40151
SLC1A1,0.029933,0.105539,1.41905,1.41905
SLC1A2,0.00439688,0.0351908,1.2425,1.2425
SLC1A3,0.0493931,0.144455,2.96855,2.96855
SLC1A4,0.0227729,0.0890663,0.529944,-1.88699
SLC1A5,0.000917756,0.0143187,0.29077,-3.43914
SLC1A6,0.320793,0.484949,0.834787,-1.19791
SLC1A7,0.0628397,0.169264,0.618197,-1.61761
SLC20A1,0.111277,0.244372,0.55246,-1.81008
SLC20A2,0.523914,0.667802,1.12897,1.12897
SLC22A1,0.0197583,0.0815888,0.523628,-1.90975
SLC22A10,0.861392,0.916128,0.949137,-1.05359
SLC22A11,0.222684,0.383818,0.790739,-1.26464
SLC22A12,0.0124534,0.0614231,0.544482,-1.83661
SLC22A13,0.346823,0.509647,1.3176,1.3176
SLC22A14,0.0150966,0.0689375,2.17734,2.17734
SLC22A15,0.000492139,0.0100692,2.46507,2.46507
SLC22A16,0.44191,0.598344,0.891862,-1.12125
SLC22A17,0.0074028,0.044696,1.5207,1.5207
SLC22A18,0.000159711,0.00527552,0.394406,-2.53546
SLC22A18AS,0.192766,0.349522,0.65221,-1.53325
SLC22A2,0.757339,0.847033,1.40653,1.40653
SLC22A23,0.00107779,0.0156318,0.601364,-1.66289
SLC22A24,0.0132322,0.0637446,2.1921,2.1921
SLC22A25,0.00162006,0.0198898,0.285737,-3.49972
SLC22A3,0.0151188,0.0690035,2.01201,2.01201
SLC22A31,0.888004,0.933071,0.963752,-1.03761
SLC22A4,3.44E-05,0.0022773,4.20437,4.20437
SLC22A5,0.392449,0.552981,1.17209,1.17209
SLC22A6,0.643485,0.763487,0.880069,-1.13627
SLC22A7,0.512613,0.658162,1.15152,1.15152
SLC22A8,0.124039,0.262632,0.67643,-1.47835
SLC22A9,0.115423,0.250483,0.669581,-1.49347
SLC23A1,0.270454,0.435102,1.17067,1.17067
SLC23A2,0.0440249,0.134343,1.24695,1.24695
SLC23A3,0.120165,0.257186,0.808766,-1.23645
SLC24A1,8.76E-05,0.00380592,0.280153,-3.56948
SLC24A2,0.340826,0.504031,1.48891,1.48891
SLC24A3,0.321537,0.485566,0.761043,-1.31399
SLC24A4,0.0160109,0.0715096,0.687563,-1.45441
SLC24A5,0.0293082,0.104071,1.94989,1.94989
SLC25A1,0.0406942,0.127853,0.49681,-2.01284
SLC25A10,0.000949128,0.0146148,0.48083,-2.07974
SLC25A11,0.508084,0.654317,0.913526,-1.09466
SLC25A12,0.626578,0.750879,0.890278,-1.12325
SLC25A13,0.96983,0.982208,0.990483,-1.00961
SLC25A14,0.214136,0.374018,1.21669,1.21669
SLC25A15,0.0243376,0.0927021,1.46923,1.46923
SLC25A16,0.194317,0.351264,0.574054,-1.742
SLC25A17,0.325803,0.489781,0.748435,-1.33612
SLC25A18,0.772991,0.857418,1.11583,1.11583
SLC25A19,0.0307379,0.107286,0.527754,-1.89482
SLC25A2,8.29E-08,9.07E-05,5.52233,5.52233
SLC25A20,0.0724099,0.185346,0.462706,-2.1612
SLC25A21,0.074146,0.187938,0.636787,-1.57038
SLC25A21-AS1,0.00301221,0.0284132,1.9389,1.9389
SLC25A22,0.0784639,0.194905,0.448294,-2.23068
SLC25A23,0.000277331,0.00732912,0.303235,-3.29777
SLC25A24,0.175289,0.32838,1.10299,1.10299
SLC25A25,0.0175819,0.075807,1.86866,1.86866
SLC25A25-AS1,0.00587925,0.0392051,0.59767,-1.67316
SLC25A26,0.0583477,0.161115,1.52578,1.52578
SLC25A27,0.943759,0.966425,1.01772,1.01772
SLC25A28,0.142625,0.287042,1.68376,1.68376
SLC25A29,0.00614011,0.0402471,2.02824,2.02824
SLC25A3,0.187328,0.342852,1.48765,1.48765
SLC25A30,0.0829216,0.202191,0.652659,-1.53219
SLC25A30-AS1,0.000188567,0.00579721,2.59533,2.59533
SLC25A31,0.0229036,0.089319,1.85151,1.85151
SLC25A32,0.0109791,0.0567492,0.589663,-1.69589
SLC25A33,0.262716,0.427171,1.67015,1.67015
SLC25A34,0.0227816,0.0890679,0.562623,-1.77739
SLC25A34-AS1,0.938801,0.963653,1.01437,1.01437
SLC25A35,0.151501,0.298857,0.770001,-1.2987
SLC25A36,0.0337942,0.113892,0.45629,-2.19159
SLC25A37,0.00446516,0.0354807,2.068,2.068
SLC25A38,0.0200221,0.0822202,0.353925,-2.82545
SLC25A39,0.402105,0.562344,0.801328,-1.24793
SLC25A4,0.0917069,0.215738,0.654273,-1.52842
SLC25A40,0.00194953,0.022056,2.31017,2.31017
SLC25A41,0.381724,0.542206,0.834203,-1.19875
SLC25A42,0.0587947,0.161906,0.242926,-4.11648
SLC25A43,0.593293,0.725515,0.880806,-1.13532
SLC25A44,0.271586,0.436376,0.878606,-1.13817
SLC25A45,0.759401,0.848476,0.951518,-1.05095
SLC25A46,0.000565176,0.0108295,1.36884,1.36884
SLC25A47,0.723716,0.823619,0.928585,-1.07691
SLC25A48,0.00242525,0.0250079,3.22227,3.22227
SLC25A5,0.169935,0.321862,0.59998,-1.66672
SLC25A5-AS1,0.00578067,0.0387835,0.663472,-1.50722
SLC25A51,0.725651,0.824977,1.08322,1.08322
SLC25A52,0.00733237,0.0444036,2.55186,2.55186
SLC25A53,0.330123,0.493708,1.22898,1.22898
SLC25A6,0.251592,0.415036,0.794333,-1.25892
SLC26A1,0.817071,0.887004,0.967081,-1.03404
SLC26A10,0.352052,0.514555,0.740634,-1.35019
SLC26A11,0.0508273,0.147157,0.517925,-1.93078
SLC26A2,0.705071,0.809879,0.884494,-1.13059
SLC26A3,0.196871,0.354044,0.646058,-1.54785
SLC26A4,1.70E-05,0.00149586,6.57168,6.57168
SLC26A4-AS1,0.756834,0.846733,0.962979,-1.03844
SLC26A5,0.0690461,0.179812,1.4998,1.4998
SLC26A6,0.258749,0.422643,1.36079,1.36079
SLC26A7,0.235871,0.398158,1.1486,1.1486
SLC26A8,0.779009,0.861961,1.031,1.031
SLC26A9,0.201473,0.359081,1.34347,1.34347
SLC27A1,0.0445763,0.135335,1.34445,1.34445
SLC27A2,0.00066755,0.0119193,0.469062,-2.13191
SLC27A3,0.0197241,0.0814926,0.731242,-1.36754
SLC27A4,0.122824,0.260967,0.667646,-1.4978
SLC27A5,0.000961204,0.0146639,1.86822,1.86822
SLC27A6,0.653442,0.771599,1.56465,1.56465
SLC28A1,0.690183,0.799317,0.923302,-1.08307
SLC28A2,0.259424,0.423401,0.738335,-1.3544
SLC28A3,0.000216794,0.00633127,7.15356,7.15356
SLC29A1,0.0401961,0.126998,3.08557,3.08557
SLC29A2,0.794725,0.872743,1.06315,1.06315
SLC29A3,0.349133,0.511821,0.751093,-1.33139
SLC29A4,0.0768148,0.192258,0.768381,-1.30144
SLC2A1,0.928124,0.957276,0.985755,-1.01445
SLC2A1-AS1,0.566136,0.702949,1.32991,1.32991
SLC2A10,0.120934,0.258167,0.746895,-1.33888
SLC2A11,0.164569,0.314919,0.845461,-1.18279
SLC2A12,0.471239,0.622909,1.22056,1.22056
SLC2A13,0.0192284,0.0803181,0.333635,-2.99729
SLC2A14,0.658246,0.775188,1.04922,1.04922
SLC2A2,0.319628,0.483791,0.806664,-1.23967
SLC2A3,0.137006,0.279739,1.34727,1.34727
SLC2A4,0.0051747,0.0368263,1.24172,1.24172
SLC2A4RG,0.354168,0.516604,0.855867,-1.16841
SLC2A5,0.947377,0.968532,1.01164,1.01164
SLC2A6,0.15539,0.303671,0.803353,-1.24478
SLC2A7,0.406857,0.566618,0.556141,-1.7981
SLC2A8,0.511761,0.657459,0.791673,-1.26315
SLC2A9,0.0165132,0.0729826,0.709548,-1.40935
SLC30A1,0.0724984,0.185504,1.71746,1.71746
SLC30A10,0.00705566,0.0434263,0.486079,-2.05728
SLC30A2,0.000785755,0.0130689,0.534306,-1.87159
SLC30A3,0.312317,0.477143,1.22237,1.22237
SLC30A4,0.40854,0.568016,1.38727,1.38727
SLC30A5,0.079421,0.19651,1.91732,1.91732
SLC30A6,0.469048,0.621184,1.09548,1.09548
SLC30A7,0.00559173,0.0381237,0.538133,-1.85828
SLC30A8,0.0988931,0.226336,1.16925,1.16925
SLC30A9,0.0340064,0.114352,0.654915,-1.52692
SLC31A1,0.779671,0.862423,1.08012,1.08012
SLC31A2,0.353265,0.515672,1.167,1.167
SLC32A1,0.00697003,0.0431764,3.37071,3.37071
SLC33A1,0.0188744,0.0793424,4.13065,4.13065
SLC34A1,0.112209,0.245648,0.451236,-2.21613
SLC34A2,0.58268,0.716741,0.845056,-1.18335
SLC34A3,0.227541,0.388975,0.960086,-1.04157
SLC35A1,0.54271,0.682944,1.19928,1.19928
SLC35A2,0.0073351,0.0444069,0.38504,-2.59713
SLC35A3,0.878465,0.926938,0.967956,-1.0331
SLC35A4,0.000492867,0.0100721,0.558528,-1.79042
SLC35A5,0.610997,0.738801,0.890147,-1.12341
SLC35B1,0.0027934,0.027239,0.597708,-1.67306
SLC35B2,0.0205391,0.0834559,2.25253,2.25253
SLC35B3,0.163671,0.313672,1.44902,1.44902
SLC35B4,0.281664,0.446394,0.753906,-1.32643
SLC35C1,0.000688864,0.0121041,0.653342,-1.53059
SLC35C2,0.495958,0.64426,0.880402,-1.13585
SLC35D1,0.496941,0.645088,0.772243,-1.29493
SLC35D2,0.0312783,0.108545,0.593022,-1.68628
SLC35D3,0.193008,0.349736,0.50698,-1.97246
SLC35E1,0.0888339,0.21142,0.758741,-1.31797
SLC35E2A,0.000539832,0.0105758,0.588727,-1.69858
SLC35E2B,0.547068,0.686519,1.09659,1.09659
SLC35E3,0.00157116,0.0195572,2.78802,2.78802
SLC35E4,0.875537,0.925171,0.93191,-1.07306
SLC35F1,0.002139,0.0232208,1.26344,1.26344
SLC35F2,0.2612,0.425313,1.42308,1.42308
SLC35F3,0.642312,0.762554,1.07508,1.07508
SLC35F4,0.383551,0.544092,0.866437,-1.15415
SLC35F5,0.504203,0.651204,0.897748,-1.1139
SLC35F6,0.124598,0.263455,0.742013,-1.34768
SLC35G1,0.555903,0.693848,0.896112,-1.11593
SLC35G2,0.00630711,0.0408658,0.496077,-2.01582
SLC35G3,0.0366791,0.119999,2.08829,2.08829
SLC36A1,0.118929,0.255531,1.59618,1.59618
SLC36A2,0.322892,0.486979,1.28599,1.28599
SLC36A3,0.433566,0.590847,0.752383,-1.32911
SLC36A4,0.103032,0.232255,1.35462,1.35462
SLC37A1,0.00915406,0.0507991,0.509474,-1.96281
SLC37A2,0.0116909,0.0588734,0.666724,-1.49987
SLC37A3,0.691007,0.799878,1.15372,1.15372
SLC37A4,0.180014,0.334145,0.869658,-1.14988
SLC38A1,0.116785,0.252558,0.802279,-1.24645
SLC38A10,0.146434,0.292087,0.74564,-1.34113
SLC38A11,0.00534053,0.0371781,0.368254,-2.71552
SLC38A2,0.124106,0.262725,1.68276,1.68276
SLC38A3,0.158843,0.30785,0.610735,-1.63737
SLC38A4,0.0278795,0.100918,0.774705,-1.29081
SLC38A5,0.0171224,0.0745503,0.885305,-1.12955
SLC38A6,6.12E-05,0.00309267,0.437517,-2.28563
SLC38A7,0.336246,0.499604,0.59423,-1.68285
SLC38A8,0.885376,0.931355,0.945661,-1.05746
SLC38A9,0.305218,0.470302,0.740325,-1.35076
SLC39A1,0.85007,0.908768,1.05325,1.05325
SLC39A10,0.45433,0.609034,0.809248,-1.23572
SLC39A11,0.0208648,0.084252,1.4722,1.4722
SLC39A12,0.694939,0.802441,0.927647,-1.078
SLC39A12-AS1,0.771811,0.856794,0.961996,-1.03951
SLC39A13,0.375959,0.536824,0.637046,-1.56975
SLC39A14,5.47E-06,0.000813697,0.154815,-6.45933
SLC39A2,0.173687,0.326402,1.69875,1.69875
SLC39A3,0.0331515,0.112638,0.487973,-2.04929
SLC39A4,0.861893,0.916354,0.980845,-1.01953
SLC39A5,0.0128008,0.0625378,0.473378,-2.11248
SLC39A6,0.775907,0.859685,1.04168,1.04168
SLC39A7,0.000566828,0.0108486,1.81698,1.81698
SLC39A8,0.80793,0.881197,0.92541,-1.0806
SLC39A9,0.252581,0.416238,1.2849,1.2849
SLC3A1,0.722685,0.822905,0.938951,-1.06502
SLC3A2,0.0425783,0.131513,0.703082,-1.42231
SLC40A1,0.470739,0.62256,1.34125,1.34125
