Probeset ID,pval_critical_vs_noncritical,adj_pval_critical_vs_noncritical,ratio_critical_vs_noncritical,FC_critical_vs_noncritical
ANKDD1A,0.392336,0.477271,1.1547,1.1547
ANKEF1,2.26E-05,0.000135008,0.638819,-1.56539
ANKFY1,0.0179615,0.0362916,1.2217,1.2217
ANKH,0.433788,0.517492,0.875668,-1.14198
ANKHD1,0.4016,0.486319,1.05073,1.05073
ANKHD1-EIF4EBP3,0.842544,0.879654,1.01809,1.01809
ANKIB1,0.187715,0.260294,0.954506,-1.04766
ANKLE1,0.0960905,0.147738,1.2325,1.2325
ANKLE2,0.0308433,0.0573312,0.942685,-1.0608
ANKMY1,7.17E-08,1.51E-06,0.689047,-1.45128
ANKMY2,0.100381,0.153384,0.90715,-1.10235
ANKRA2,0.205054,0.279962,1.07532,1.07532
ANKRD10,0.496627,0.578627,1.02604,1.02604
ANKRD10-IT1,0.533795,0.613317,0.963683,-1.03769
ANKRD11,0.715222,0.773442,0.971791,-1.02903
ANKRD12,0.0389015,0.0694307,1.1771,1.1771
ANKRD13A,0.00320575,0.00839137,1.27301,1.27301
ANKRD13C,0.0484928,0.0836275,0.876183,-1.14131
ANKRD13D,0.00407936,0.0102584,1.26168,1.26168
ANKRD16,5.93E-09,2.51E-07,0.664974,-1.50382
ANKRD17,0.981163,0.985826,0.998479,-1.00152
ANKRD18A,0.423962,0.50809,1.14052,1.14052
ANKRD20A1,0.316782,0.400547,1.35293,1.35293
ANKRD20A11P,0.0561801,0.09457,0.549551,-1.81967
ANKRD20A4P,0.112348,0.16878,1.84173,1.84173
ANKRD20A5P,0.00167647,0.00485349,0.577569,-1.73139
ANKRD22,5.95E-09,2.51E-07,4.98656,4.98656
ANKRD23,3.73E-05,0.000204233,0.691814,-1.44547
ANKRD26,0.0225825,0.043923,0.809296,-1.23564
ANKRD27,0.768667,0.818916,0.990238,-1.00986
ANKRD28,0.0270136,0.0512125,1.22981,1.22981
ANKRD31,0.00869088,0.0195641,0.65125,-1.53551
ANKRD33B,2.15E-05,0.000129758,1.59179,1.59179
ANKRD34A,0.310665,0.393957,1.11805,1.11805
ANKRD34B,7.61E-05,0.000367348,3.72932,3.72932
ANKRD35,0.0182648,0.0368424,1.50863,1.50863
ANKRD36,0.000762056,0.00249517,0.697624,-1.43344
ANKRD36B,0.00414856,0.010396,0.702095,-1.42431
ANKRD36BP2,0.655017,0.722057,1.09808,1.09808
ANKRD36C,0.000190518,0.000783774,0.686487,-1.45669
ANKRD37,0.953257,0.965093,0.9957,-1.00432
ANKRD39,3.70E-07,5.23E-06,0.773946,-1.29208
ANKRD40,0.00953583,0.0211721,0.840732,-1.18944
ANKRD42,0.003413,0.00882663,0.857363,-1.16637
ANKRD44,0.838778,0.876971,1.01024,1.01024
ANKRD44-IT1,0.414839,0.498821,0.902759,-1.10772
ANKRD45,0.0480877,0.0830683,1.72806,1.72806
ANKRD46,0.00253684,0.0068788,0.773608,-1.29264
ANKRD49,0.0841226,0.132179,1.19512,1.19512
ANKRD49P1,0.0342921,0.0625982,1.1624,1.1624
ANKRD50,0.00590147,0.0140464,1.32078,1.32078
ANKRD52,0.0409467,0.072448,0.822537,-1.21575
ANKRD54,0.372349,0.457487,0.95488,-1.04725
ANKRD55,0.0122799,0.0263097,1.477,1.477
ANKRD6,0.00759748,0.0174506,1.22533,1.22533
ANKRD9,0.00531157,0.0128295,1.81482,1.81482
ANKS1A,0.147546,0.212465,1.16762,1.16762
ANKS3,3.21E-07,4.71E-06,0.676434,-1.47834
ANKS6,0.000110562,0.000503713,0.650671,-1.53688
ANKZF1,0.000121134,0.000541571,0.856253,-1.16788
ANLN,0.0996492,0.152461,1.29035,1.29035
ANO10,1.25E-09,9.05E-08,1.86272,1.86272
ANO2,0.0144071,0.0302008,1.69827,1.69827
ANO5,0.00651655,0.0152555,1.51179,1.51179
ANO6,0.0131523,0.0279538,1.31756,1.31756
ANO8,0.0825472,0.130102,0.832437,-1.20129
ANO9,6.22E-06,4.79E-05,0.585499,-1.70794
ANOS1,1.69E-05,0.000107192,2.92068,2.92068
ANOS2P,0.243445,0.32198,1.55184,1.55184
ANP32A,0.0579485,0.0970014,1.11257,1.11257
ANP32B,0.0646234,0.106281,0.78878,-1.26778
ANP32E,0.963718,0.972923,1.00494,1.00494
ANPEP,0.00287568,0.00764189,1.63083,1.63083
ANTKMT,0.0546067,0.0923757,0.879318,-1.13725
ANTXR2,7.33E-05,0.00035652,1.36279,1.36279
ANXA1,0.00133228,0.00398945,1.76964,1.76964
ANXA11,0.108389,0.163732,1.14438,1.14438
ANXA2,0.132254,0.193468,1.12626,1.12626
ANXA2R,0.00203329,0.00569815,0.779517,-1.28285
ANXA3,3.05E-12,2.09E-09,6.30255,6.30255
ANXA4,0.017403,0.0353325,1.17673,1.17673
ANXA5,0.0526056,0.0894538,1.18792,1.18792
ANXA6,1.88E-06,1.84E-05,0.721758,-1.38551
ANXA7,0.02242,0.0436732,1.16214,1.16214
ANXA8,0.0260672,0.0496475,1.92197,1.92197
ANXA8L1,0.0116006,0.0250594,2.0584,2.0584
AOAH,0.540278,0.619147,1.04289,1.04289
AOAH-IT1,7.57E-05,0.00036615,1.71796,1.71796
AOC1,0.134381,0.195982,1.94496,1.94496
AOC2,0.5483,0.626791,1.07549,1.07549
AOC3,0.305709,0.388907,1.17142,1.17142
AOPEP,0.0004277,0.00154079,0.78751,-1.26983
AP1AR,0.75697,0.809112,0.967597,-1.03349
AP1B1,0.961964,0.971698,0.99588,-1.00414
AP1G1,0.000131944,0.000580876,1.22052,1.22052
AP1G2,0.259428,0.339218,0.939296,-1.06463
AP1M1,0.191756,0.264774,0.919675,-1.08734
AP1M2,0.0693588,0.112569,1.54577,1.54577
AP1S1,0.207077,0.282376,1.09467,1.09467
AP1S2,0.22776,0.30511,0.853998,-1.17096
AP1S3,0.83398,0.873288,1.01843,1.01843
AP2A1,0.852032,0.8876,0.97163,-1.0292
AP2A2,0.514624,0.595109,0.957502,-1.04438
AP2B1,0.189231,0.261972,1.11361,1.11361
AP2M1,0.297944,0.380511,1.13002,1.13002
AP2S1,0.685382,0.748517,1.04386,1.04386
AP3B1,0.00152517,0.00447992,1.15347,1.15347
AP3B2,2.24E-06,2.11E-05,4.88261,4.88261
AP3D1,0.310351,0.393732,0.938645,-1.06537
AP3M1,0.130524,0.19117,0.947227,-1.05571
AP3M2,0.00148267,0.00437615,0.778672,-1.28424
AP3S1,7.14E-06,5.33E-05,1.45887,1.45887
AP3S2,0.000448944,0.00160406,1.31316,1.31316
AP4B1,0.414285,0.498487,0.968808,-1.0322
AP4E1,0.0541133,0.0916149,1.08301,1.08301
AP4M1,0.0996501,0.152461,0.885527,-1.12927
AP4S1,0.0020948,0.00583427,0.794219,-1.2591
AP5B1,2.39E-07,3.72E-06,2.0638,2.0638
AP5M1,0.0386517,0.0690333,1.15976,1.15976
AP5S1,0.0125479,0.0268198,0.847588,-1.17982
AP5Z1,0.117847,0.175665,1.11564,1.11564
APAF1,9.98E-06,6.97E-05,1.46415,1.46415
APBA1,0.00847492,0.0191478,0.604177,-1.65514
APBA2,1.21E-06,1.31E-05,0.548592,-1.82285
APBA3,0.247271,0.326229,0.93219,-1.07274
APBB1,3.20E-07,4.69E-06,0.547955,-1.82497
APBB1IP,2.41E-06,2.24E-05,1.75274,1.75274
APBB2,0.0449557,0.0783454,1.28965,1.28965
APBB3,0.0108335,0.0236801,1.25416,1.25416
APC,1.12E-05,7.66E-05,1.37031,1.37031
APCDD1,0.163873,0.232643,1.34831,1.34831
APEH,3.66E-06,3.11E-05,0.843231,-1.18591
APEX1,2.03E-08,6.01E-07,0.616278,-1.62265
APEX2,0.25678,0.336245,0.937854,-1.06626
APH1A,0.519619,0.599871,1.02956,1.02956
APH1B,0.000950086,0.00299946,1.35959,1.35959
API5,0.00341459,0.00882757,0.883142,-1.13232
APIP,0.88978,0.916697,1.01482,1.01482
APLF,0.749598,0.803424,1.0392,1.0392
APLP2,5.57E-06,4.37E-05,1.40273,1.40273
APMAP,1.35E-08,4.43E-07,2.05781,2.05781
APOBEC3A,6.44E-08,1.40E-06,2.15242,2.15242
APOBEC3B,0.822317,0.863719,1.04973,1.04973
APOBEC3C,0.105577,0.160131,0.840706,-1.18948
APOBEC3D,0.000593154,0.00203242,0.677853,-1.47525
APOBEC3F,0.881227,0.909789,0.986946,-1.01323
APOBEC3G,0.0772833,0.123155,0.897672,-1.11399
APOBEC3H,3.78E-05,0.000206496,0.553407,-1.80699
APOBR,0.0152729,0.0316969,1.37473,1.37473
APOL1,0.00456578,0.0112706,1.66836,1.66836
APOL2,0.0036473,0.00932686,1.46977,1.46977
APOL3,0.00469184,0.0115401,0.758372,-1.31861
APOL4,0.666408,0.732336,1.12944,1.12944
APOL6,0.00137391,0.00409806,1.74094,1.74094
APOLD1,0.191537,0.264549,0.889526,-1.12419
APOM,0.0974489,0.149523,0.819358,-1.22047
APOO,0.419377,0.503571,1.0578,1.0578
APOOL,0.615858,0.687882,1.0421,1.0421
APP,0.0138983,0.0293269,1.3204,1.3204
APPBP2,0.000189246,0.000779708,1.18486,1.18486
APPL1,0.736657,0.792213,0.983221,-1.01707
APPL2,0.0132552,0.0281392,1.15319,1.15319
APRT,8.63E-05,0.000409154,0.734662,-1.36117
APTR,0.0119995,0.0257819,1.22194,1.22194
APTX,0.0311121,0.0577413,0.921909,-1.08471
AQP1,0.0978759,0.150066,1.44302,1.44302
AQP10,0.268414,0.349062,1.35718,1.35718
AQP3,0.000159934,0.000681509,0.622062,-1.60756
AQP9,7.76E-08,1.60E-06,2.45769,2.45769
AQR,0.898892,0.923763,1.00458,1.00458
AR,0.0748803,0.119925,1.50554,1.50554
ARAF,0.0186289,0.0374506,1.177,1.177
ARAP1,0.0705904,0.114123,1.21487,1.21487
ARAP2,0.248344,0.327346,1.12706,1.12706
ARAP3,0.204649,0.279489,1.2323,1.2323
ARCN1,0.0191062,0.0382549,1.12419,1.12419
AREL1,0.00945282,0.021017,1.19661,1.19661
ARF1,0.0550334,0.0929882,1.17197,1.17197
ARF1P2,0.49055,0.572885,0.870301,-1.14903
ARF3,0.168608,0.237914,1.15618,1.15618
ARF4,2.04E-06,1.96E-05,1.33171,1.33171
ARF5,0.0171744,0.0349915,1.21321,1.21321
ARF6,0.112088,0.168443,0.945174,-1.05801
ARFGAP1,0.00311209,0.00817642,0.834434,-1.19842
ARFGAP2,0.000142632,0.000620145,0.874983,-1.14288
ARFGAP3,0.000464597,0.00164607,1.25948,1.25948
ARFGEF1,6.51E-05,0.00032224,1.24343,1.24343
ARFGEF1-DT,0.000519346,0.00181235,1.41319,1.41319
ARFGEF2,0.000734794,0.00242302,0.855608,-1.16876
ARFGEF3,0.142863,0.206529,1.46893,1.46893
ARFIP1,0.180347,0.251803,1.11181,1.11181
ARFIP2,1.53E-05,9.92E-05,0.856111,-1.16807
ARFRP1,3.22E-05,0.00018157,0.842291,-1.18724
ARG1,5.35E-05,0.000272604,3.6777,3.6777
ARG2,0.00078213,0.00254697,2.03037,2.03037
ARGLU1,0.570293,0.647197,1.04542,1.04542
ARHGAP1,0.351323,0.435976,1.08443,1.08443
ARHGAP10,0.00149658,0.00441184,0.682495,-1.46521
ARHGAP11A,0.494315,0.576447,0.922075,-1.08451
ARHGAP12,0.485185,0.567504,0.954463,-1.04771
ARHGAP15,0.00689649,0.0160249,1.21584,1.21584
ARHGAP17,0.299691,0.382401,0.899067,-1.11226
ARHGAP18,0.000363441,0.00134261,1.43781,1.43781
ARHGAP19,0.438234,0.521671,1.05433,1.05433
ARHGAP19-SLIT1,0.17137,0.241095,1.34531,1.34531
ARHGAP21,0.594174,0.668335,1.06186,1.06186
ARHGAP22,0.000345098,0.00128943,0.584961,-1.70951
ARHGAP23,0.288333,0.370441,1.16964,1.16964
ARHGAP24,0.00155796,0.00455444,1.41981,1.41981
ARHGAP25,0.774004,0.823284,1.02204,1.02204
ARHGAP26,0.000117802,0.000530147,1.46049,1.46049
ARHGAP26-IT1,0.0354864,0.0642906,1.39434,1.39434
ARHGAP27,0.00088596,0.00282807,1.34217,1.34217
ARHGAP27P1-BPTFP1-KPNA2P3,0.00057674,0.00198422,1.38311,1.38311
ARHGAP29,0.0698972,0.113257,1.42086,1.42086
ARHGAP30,0.0140676,0.029597,1.16459,1.16459
ARHGAP31,0.2169,0.29305,0.886075,-1.12857
ARHGAP32,0.00578875,0.0138104,0.766379,-1.30484
ARHGAP33,0.0707979,0.11442,0.783781,-1.27587
ARHGAP35,2.26E-05,0.000135008,0.746783,-1.33908
ARHGAP4,0.355152,0.439551,0.941025,-1.06267
ARHGAP42,0.605344,0.678352,0.929651,-1.07567
ARHGAP45,0.732085,0.788475,1.02304,1.02304
ARHGAP5,0.296855,0.379187,0.904843,-1.10516
ARHGAP6,0.0114077,0.0247158,1.69561,1.69561
ARHGAP8,0.0552713,0.0933243,0.625285,-1.59927
ARHGAP9,0.000188857,0.000778949,1.42843,1.42843
ARHGDIA,0.640463,0.709323,0.959871,-1.04181
ARHGDIB,0.0575942,0.0965321,1.18545,1.18545
ARHGEF1,0.174123,0.244442,0.901278,-1.10954
ARHGEF10,0.100648,0.153724,0.771675,-1.29588
ARHGEF10L,1.38E-07,2.48E-06,0.456854,-2.18888
ARHGEF11,2.39E-05,0.000141426,1.58375,1.58375
ARHGEF12,0.404619,0.48915,1.1588,1.1588
ARHGEF17,0.00552971,0.013265,1.61217,1.61217
ARHGEF18,0.00864335,0.0194794,0.836259,-1.1958
ARHGEF19,0.000535069,0.00186135,0.690481,-1.44827
ARHGEF2,0.0994156,0.152151,1.11798,1.11798
ARHGEF2-AS2,0.195215,0.268817,1.13807,1.13807
ARHGEF28,1.86E-05,0.000115789,0.450062,-2.22192
ARHGEF3,0.00171541,0.00494531,0.787664,-1.26958
ARHGEF34P,0.163569,0.232326,0.759917,-1.31593
ARHGEF35,0.168777,0.238123,0.815453,-1.22631
ARHGEF35-AS1,0.000875476,0.0028002,0.607299,-1.64664
ARHGEF37,0.272201,0.353093,1.27845,1.27845
ARHGEF39,0.387384,0.472133,0.897564,-1.11413
ARHGEF40,0.0473926,0.0820749,1.35974,1.35974
ARHGEF5,0.609973,0.682475,0.933539,-1.07119
ARHGEF6,0.106132,0.160803,0.927622,-1.07803
ARHGEF7,0.310901,0.394209,0.951032,-1.05149
ARHGEF9,1.02E-10,1.72E-08,0.579155,-1.72665
ARID1A,0.634464,0.704775,1.04473,1.04473
ARID1B,0.242339,0.320783,0.925402,-1.08061
ARID2,0.571289,0.648122,0.974856,-1.02579
ARID3A,1.85E-05,0.000115462,1.49325,1.49325
ARID3B,0.0722354,0.116429,1.17755,1.17755
ARID4A,0.000225119,0.000902674,1.30323,1.30323
ARID4B,3.79E-05,0.000206864,1.33499,1.33499
ARID5A,0.00116023,0.00356273,1.4561,1.4561
ARID5B,0.000371131,0.00136751,1.36847,1.36847
ARIH1,1.33E-05,8.84E-05,1.15601,1.15601
ARIH2,0.000102082,0.000470597,0.877399,-1.13973
ARIH2OS,0.400598,0.48531,1.08112,1.08112
ARL1,0.170368,0.239958,0.895686,-1.11646
ARL10,0.000506354,0.00177347,0.682166,-1.46592
ARL11,8.42E-06,6.08E-05,1.74254,1.74254
ARL13B,0.269717,0.350377,1.08913,1.08913
ARL14EP,0.00457679,0.0112953,0.734086,-1.36224
ARL15,0.000273022,0.00106123,1.29686,1.29686
ARL16,0.278133,0.359425,0.918138,-1.08916
ARL17A,0.221426,0.297985,0.78553,-1.27303
ARL17B,0.473946,0.556668,0.881573,-1.13434
ARL2,0.497838,0.579615,1.04882,1.04882
ARL2BP,0.00208016,0.00579913,0.869908,-1.14955
ARL3,5.39E-05,0.000274543,1.44221,1.44221
ARL4A,0.266444,0.34694,1.26585,1.26585
ARL4C,7.48E-08,1.55E-06,0.538647,-1.8565
ARL5A,0.283581,0.365284,0.911507,-1.09708
ARL5B,0.0115654,0.0249987,1.24021,1.24021
ARL6,0.0637932,0.105169,0.805536,-1.24141
ARL6IP1,0.155697,0.222678,1.13007,1.13007
ARL6IP4,0.021299,0.041887,0.857402,-1.16631
ARL6IP5,0.031079,0.0576946,1.17946,1.17946
ARL6IP6,2.04E-06,1.96E-05,1.3712,1.3712
ARL8A,1.09E-09,8.40E-08,1.82893,1.82893
ARL8B,7.88E-10,6.76E-08,1.4165,1.4165
ARMC1,0.00228772,0.00628632,0.815748,-1.22587
ARMC10,0.202274,0.276774,1.07318,1.07318
ARMC2,0.0378847,0.0677644,1.14719,1.14719
ARMC3,0.443182,0.526819,0.844197,-1.18456
ARMC5,0.0153662,0.0318629,0.809467,-1.23538
ARMC6,0.000119822,0.000536884,0.805597,-1.24132
ARMC7,0.00303746,0.00800993,1.23365,1.23365
ARMC8,2.04E-07,3.31E-06,1.21672,1.21672
ARMCX1,0.963544,0.972923,1.00464,1.00464
ARMCX2,0.208021,0.283449,0.850787,-1.17538
ARMCX3,0.0126414,0.0269915,1.147,1.147
ARMCX4,0.133695,0.19514,0.855543,-1.16885
ARMCX5,2.26E-06,2.12E-05,0.709102,-1.41023
ARMCX5-GPRASP2,0.00170246,0.00491587,0.800744,-1.24884
ARMCX6,0.221942,0.298596,1.0685,1.0685
ARMCX7P,0.657421,0.724453,1.14567,1.14567
ARMH1,0.0182791,0.0368608,1.30641,1.30641
ARMH2,5.18E-05,0.000265814,1.76246,1.76246
ARMH3,0.00350679,0.00902251,0.888548,-1.12543
ARMT1,0.000419545,0.0015175,1.36012,1.36012
ARNT,0.353247,0.437773,1.05648,1.05648
ARNTL,0.0101776,0.0224237,1.14844,1.14844
ARNTL2,0.0254342,0.048633,1.30356,1.30356
ARPC1A,1.25E-06,1.34E-05,1.29292,1.29292
ARPC1B,0.000331107,0.00124655,1.37103,1.37103
ARPC2,1.36E-05,8.98E-05,1.38935,1.38935
ARPC3,1.45E-05,9.47E-05,1.53861,1.53861
ARPC4,0.00683261,0.0158996,1.20517,1.20517
ARPC4-TTLL3,0.0303231,0.056503,1.24248,1.24248
ARPC5,3.82E-05,0.00020822,1.50674,1.50674
ARPC5L,0.199353,0.273373,0.932977,-1.07184
ARPIN,0.000665012,0.00223861,0.343083,-2.91474
ARPIN-AP3S2,0.421953,0.506104,0.854693,-1.17001
ARPP19,0.290052,0.372019,1.039,1.039
ARRB1,0.0488236,0.0840669,0.81059,-1.23367
ARRB2,1.19E-06,1.28E-05,1.61141,1.61141
ARRDC1,0.146276,0.210763,0.912359,-1.09606
ARRDC1-AS1,0.00805661,0.0183469,0.867186,-1.15316
ARRDC2,0.0828045,0.130408,0.899134,-1.11218
ARRDC3,0.515797,0.596178,1.08809,1.08809
ARRDC3-AS1,0.102927,0.15674,1.16088,1.16088
ARRDC4,3.69E-05,0.000202496,1.85513,1.85513
ARRDC5,0.0191915,0.038415,0.791447,-1.26351
ARSA,0.270583,0.351311,1.14374,1.14374
ARSB,0.000188726,0.00077863,1.34132,1.34132
ARSD,0.010365,0.0227914,1.25076,1.25076
ARSG,0.0319702,0.0590959,0.815465,-1.22629
ARSK,0.0678304,0.110581,0.861728,-1.16046
ART4,0.00631868,0.0148917,2.05967,2.05967
ARV1,0.564393,0.641615,1.04228,1.04228
ARVCF,0.00274849,0.00735714,0.703769,-1.42092
AS3MT,0.579847,0.655349,0.861936,-1.16018
ASAH1,6.99E-06,5.24E-05,1.63827,1.63827
ASAH2,0.000590969,0.00202638,0.58328,-1.71444
ASAH2B,6.86E-05,0.00033716,0.604997,-1.6529
ASAP1,2.80E-07,4.23E-06,1.69942,1.69942
ASAP1-IT2,0.00640329,0.0150394,1.56898,1.56898
ASAP2,0.151567,0.21747,1.26849,1.26849
ASAP3,0.174953,0.245319,1.20637,1.20637
ASB1,0.326791,0.41071,0.956205,-1.0458
ASB13,0.000536792,0.00186644,0.66682,-1.49965
ASB16-AS1,0.912843,0.933827,0.987765,-1.01239
ASB2,1.85E-06,1.81E-05,0.526427,-1.8996
ASB3,0.0718194,0.115917,0.950931,-1.0516
ASB6,0.766049,0.816914,0.979169,-1.02127
ASB7,8.36E-08,1.69E-06,1.32551,1.32551
ASB8,0.00234306,0.00641423,1.19287,1.19287
ASCC1,0.211183,0.286968,1.07082,1.07082
ASCC2,0.0214899,0.0421758,0.598036,-1.67214
ASCC3,0.0135603,0.0287106,0.832876,-1.20066
ASCL2,0.000228571,0.000913079,0.716017,-1.39662
ASF1A,0.00523341,0.0126706,0.761774,-1.31273
ASF1B,0.703641,0.763569,0.952609,-1.04975
ASGR1,0.352849,0.437356,1.14538,1.14538
ASGR2,0.00027514,0.00106801,1.8321,1.8321
ASH1L,0.000290616,0.00111603,1.12453,1.12453
ASH1L-AS1,0.342851,0.427307,1.06407,1.06407
ASH2L,4.96E-05,0.000256132,1.29536,1.29536
ASL,0.247479,0.326444,0.924872,-1.08123
ASMTL,0.000138066,0.000603343,0.732849,-1.36454
ASNS,0.488261,0.570683,1.04503,1.04503
ASNSD1,0.273104,0.353906,1.14908,1.14908
ASPH,1.11E-07,2.10E-06,2.52458,2.52458
ASPHD2,0.00129721,0.00390087,1.39864,1.39864
ASPM,0.980749,0.98548,0.996405,-1.00361
ASPRV1,4.11E-05,0.000221022,2.37863,2.37863
ASPSCR1,0.000689454,0.00230417,0.755191,-1.32417
ASRGL1,0.508634,0.589507,0.938405,-1.06564
ASS1P1,0.00342154,0.00884076,0.641568,-1.55868
ASS1P2,0.049391,0.0848913,0.767361,-1.30317
ASTE1,0.0420327,0.0740687,0.908915,-1.10021
ASTN2,3.18E-05,0.000179614,0.608169,-1.64428
ASXL1,0.000935479,0.00296217,0.779963,-1.28211
ASXL2,0.000104668,0.000480054,1.24873,1.24873
ATAD1,0.685455,0.748517,1.03173,1.03173
ATAD2,0.224734,0.301731,0.897835,-1.11379
ATAD2B,0.000901912,0.00287197,1.15685,1.15685
ATAD3A,2.09E-06,2.00E-05,0.699698,-1.42919
ATAD3B,0.0475767,0.0823541,0.830057,-1.20474
ATAD5,0.268893,0.349464,0.903903,-1.10631
ATAT1,0.363419,0.448355,0.906672,-1.10294
ATE1,0.00661694,0.0154603,1.1298,1.1298
ATE1-AS1,0.000741916,0.0024409,1.59612,1.59612
ATF1,0.0646691,0.106344,1.11164,1.11164
ATF2,0.0762795,0.1218,1.08382,1.08382
ATF3,0.00323537,0.00844628,2.08455,2.08455
ATF4,0.000268903,0.00104821,1.17017,1.17017
ATF4P3,0.0691437,0.112319,0.752589,-1.32875
ATF5,0.807112,0.850669,0.973329,-1.0274
ATF6,9.63E-05,0.000448341,1.41006,1.41006
ATF6B,0.779171,0.82747,0.97637,-1.0242
ATF7,0.0131994,0.0280456,1.36417,1.36417
ATF7-NPFF,0.0192651,0.0385463,1.27094,1.27094
ATF7IP,0.428769,0.512654,0.955355,-1.04673
ATF7IP2,0.0511124,0.0872035,0.83052,-1.20406
ATG10,0.012859,0.027387,1.20196,1.20196
ATG101,0.00635649,0.0149563,0.894553,-1.11788
ATG12,0.00133566,0.00399641,1.19647,1.19647
ATG13,0.0168776,0.0344866,1.17001,1.17001
ATG14,0.0933417,0.144098,0.87765,-1.13941
ATG16L1,4.45E-05,0.000235026,0.875932,-1.14164
ATG16L2,0.0328755,0.0604789,1.24203,1.24203
ATG2A,0.060117,0.0999562,0.811311,-1.23257
ATG2B,0.696767,0.757818,0.980218,-1.02018
ATG3,1.14E-07,2.14E-06,1.64015,1.64015
ATG4A,0.0173763,0.0352877,1.18238,1.18238
ATG4B,0.0732171,0.117708,0.926421,-1.07942
ATG4C,0.895239,0.921194,0.98997,-1.01013
ATG4D,0.203664,0.278408,1.08923,1.08923
ATG5,0.12002,0.178312,1.13159,1.13159
ATG7,1.13E-06,1.23E-05,1.43896,1.43896
ATG9A,0.0203811,0.0403357,1.27147,1.27147
ATG9B,0.0015594,0.00455678,0.635621,-1.57326
ATIC,4.44E-05,0.000234755,0.679059,-1.47263
ATL1,0.465647,0.548849,0.920853,-1.08595
ATL2,0.989941,0.992837,0.999111,-1.00089
ATL3,0.00400411,0.0100832,1.18876,1.18876
ATM,0.00290323,0.00770656,0.812914,-1.23014
ATMIN,0.001542,0.00451927,0.88478,-1.13022
ATN1,0.224539,0.301496,0.829195,-1.20599
ATOH8,0.788019,0.8352,0.947941,-1.05492
ATOX1,0.0212094,0.041728,1.14685,1.14685
ATP10A,0.000882989,0.00281921,0.682773,-1.46462
ATP10D,0.67445,0.739195,1.02525,1.02525
ATP11A,0.000339558,0.00127269,1.47885,1.47885
ATP11B,3.75E-07,5.28E-06,1.84504,1.84504
ATP11C,0.12837,0.188535,1.08947,1.08947
ATP13A1,0.346048,0.430508,0.913047,-1.09523
ATP13A2,0.285687,0.367699,0.900558,-1.11042
ATP13A3,0.0144036,0.0302008,1.20446,1.20446
ATP13A4,0.0111245,0.0242057,0.695546,-1.43772
ATP1A1,0.00101632,0.00317717,0.76816,-1.30181
ATP1A1-AS1,0.0155463,0.0321669,0.833253,-1.20012
ATP1B1,0.0669376,0.109448,0.826139,-1.21045
ATP1B1P1,0.735344,0.791096,1.03378,1.03378
ATP1B3,0.458789,0.542322,0.956334,-1.04566
ATP23,0.0959731,0.147589,1.20463,1.20463
ATP2A2,0.483829,0.566333,0.958036,-1.0438
ATP2A3,0.990335,0.993014,0.998735,-1.00127
ATP2B1,0.0174191,0.0353548,0.828558,-1.20692
ATP2B1-AS1,0.559033,0.636832,0.939778,-1.06408
ATP2B4,0.034345,0.0626503,1.23984,1.23984
ATP2C1,6.92E-05,0.000339833,1.20788,1.20788
ATP2C2,0.000187906,0.000776586,2.88842,2.88842
ATP2C2-AS1,0.178563,0.249821,0.809271,-1.23568
ATP5F1A,0.000323518,0.0012224,0.820643,-1.21856
ATP5F1B,0.838726,0.876971,0.98775,-1.0124
ATP5F1C,0.0234869,0.0453849,1.33211,1.33211
ATP5F1D,0.702931,0.763021,0.965718,-1.0355
ATP5F1E,0.00102306,0.00319474,1.52805,1.52805
ATP5IF1,0.575071,0.651538,1.03964,1.03964
ATP5MC1,0.00923657,0.0206287,0.838859,-1.1921
ATP5MC2,2.15E-05,0.000129898,0.808504,-1.23685
ATP5MC3,0.0497468,0.0853701,0.911672,-1.09689
ATP5ME,0.083517,0.131371,1.30586,1.30586
ATP5MF,0.111741,0.168061,1.14466,1.14466
ATP5MF-PTCD1,0.266395,0.346907,0.807578,-1.23827
ATP5MG,0.0172704,0.0351357,1.26138,1.26138
ATP5MJ,4.62E-05,0.000242312,1.86846,1.86846
ATP5MK,0.0151661,0.0315228,1.35065,1.35065
ATP5PB,0.0616232,0.10213,1.15059,1.15059
ATP5PBP1,0.0590633,0.0984776,1.2069,1.2069
ATP5PD,0.011698,0.0252398,1.17918,1.17918
ATP5PF,0.00384813,0.0097709,1.38146,1.38146
ATP5PO,0.388861,0.47352,1.08772,1.08772
ATP6AP1,0.00221909,0.00613407,1.30309,1.30309
ATP6AP1L,0.130008,0.190571,0.812301,-1.23107
ATP6AP2,0.405438,0.48977,1.05103,1.05103
ATP6V0A1,7.54E-06,5.56E-05,1.36528,1.36528
ATP6V0A2,9.35E-06,6.63E-05,0.839605,-1.19104
ATP6V0B,0.00337482,0.00874522,1.33658,1.33658
ATP6V0C,0.215872,0.292042,1.23263,1.23263
ATP6V0D1,0.00362538,0.0092808,1.32251,1.32251
ATP6V0D1-DT,0.0438803,0.076816,1.1637,1.1637
ATP6V0E1,3.59E-08,9.18E-07,1.65208,1.65208
ATP6V0E2,1.75E-08,5.34E-07,0.589456,-1.69648
ATP6V0E2-AS1,4.07E-06,3.38E-05,0.543466,-1.84004
ATP6V1A,0.000829238,0.00267553,1.34411,1.34411
ATP6V1B2,0.000260063,0.00101773,1.38935,1.38935
ATP6V1C1,5.19E-09,2.26E-07,1.97717,1.97717
