Probeset ID,pval_critical_vs_noncritical,adj_pval_critical_vs_noncritical,ratio_critical_vs_noncritical,FC_critical_vs_noncritical
NAIP,4.42E-07,5.95E-06,2.57475,2.57475
NAIPP1,8.89E-06,6.38E-05,3.07834,3.07834
NAIPP2,0.000908442,0.00288956,1.87998,1.87998
NAIPP3,0.0068796,0.015996,2.69451,2.69451
NAIPP4,0.5759,0.652273,0.809942,-1.23466
NAMPT,1.69E-08,5.19E-07,2.54624,2.54624
NAMPTP1,0.00015653,0.00067083,2.85588,2.85588
NANOGP4,0.192956,0.266227,0.759985,-1.31581
NANOGP5,0.632495,0.702915,0.935046,-1.06947
NANP,0.00404614,0.0101837,0.810455,-1.23387
NANS,0.0587543,0.0981217,1.147,1.147
NAP1L1,0.444747,0.528242,1.07614,1.07614
NAP1L2,0.0164977,0.0338333,0.680278,-1.46999
NAP1L3,0.0392808,0.070009,0.702106,-1.42429
NAP1L4,0.364826,0.449744,0.938334,-1.06572
NAP1L4P1,5.29E-05,0.00027021,1.50425,1.50425
NAP1L5,0.388764,0.473487,0.915306,-1.09253
NAPA,0.0257967,0.0491779,1.29288,1.29288
NAPB,0.000225855,0.000904583,1.24004,1.24004
NAPEPLD,0.00362,0.0092719,0.85486,-1.16978
NAPG,2.57E-06,2.36E-05,1.2878,1.2878
NAPRT,0.222981,0.299813,1.12574,1.12574
NAPSA,0.548289,0.626791,0.926281,-1.07959
NAPSB,0.166274,0.235309,0.760799,-1.31441
NARF,3.62E-08,9.24E-07,1.62548,1.62548
NARF-IT1,0.00417395,0.0104469,1.45735,1.45735
NARS1,0.197313,0.271171,0.927454,-1.07822
NARS2,0.000766485,0.00250796,0.750494,-1.33246
NASP,0.462422,0.545898,0.959438,-1.04228
NASPP1,1.08E-05,7.46E-05,2.79837,2.79837
NAT1,5.18E-05,0.00026612,1.4766,1.4766
NAT10,6.45E-08,1.40E-06,0.636033,-1.57225
NAT8B,0.684902,0.74817,0.910601,-1.09818
NAT9,0.000378501,0.00139109,0.82,-1.21951
NATD1,8.89E-05,0.000419575,1.732,1.732
NAV1,0.509793,0.590568,0.911631,-1.09694
NAV2,0.0539452,0.091375,1.38415,1.38415
NAV3,0.317212,0.400916,1.25021,1.25021
NAXD,1.42E-06,1.47E-05,0.76984,-1.29897
NAXE,4.36E-06,3.55E-05,0.787795,-1.26937
NBAS,0.00101698,0.00317854,0.8508,-1.17536
NBDY,3.07E-05,0.000174732,0.652477,-1.53262
NBEA,0.00590945,0.014061,0.75344,-1.32725
NBEAL1,0.217183,0.293305,0.938532,-1.06549
NBEAL2,0.000644551,0.00217943,1.59612,1.59612
NBL1,0.00748116,0.017222,0.604059,-1.65547
NBN,2.24E-06,2.11E-05,1.77397,1.77397
NBPF1,0.741878,0.796992,0.966635,-1.03452
NBPF10,0.117996,0.175814,1.16097,1.16097
NBPF11,0.0521323,0.0887329,0.853766,-1.17128
NBPF12,0.178424,0.249675,0.918304,-1.08896
NBPF14,0.00370154,0.00945212,1.26772,1.26772
NBPF15,0.049591,0.0851536,0.85302,-1.1723
NBPF19,0.000198319,0.000809858,1.35313,1.35313
NBPF20,0.174725,0.245072,0.874864,-1.14303
NBPF25P,0.275834,0.356935,1.14324,1.14324
NBPF26,0.19023,0.26297,1.24765,1.24765
NBPF3,0.365245,0.450183,0.873362,-1.145
NBPF8,0.839788,0.8779,0.980439,-1.01995
NBPF9,0.220619,0.297177,1.12314,1.12314
NBR1,0.0126044,0.0269247,1.17977,1.17977
NBR2,0.312213,0.395571,1.0812,1.0812
NCALD,1.07E-09,8.34E-08,0.425355,-2.35098
NCAM1,1.08E-06,1.20E-05,0.417695,-2.39409
NCAPD2,0.00187364,0.00532561,0.811054,-1.23296
NCAPD3,3.02E-06,2.66E-05,0.723795,-1.38161
NCAPG,0.826132,0.86693,1.03553,1.03553
NCAPG2,0.00613913,0.0145305,0.738335,-1.3544
NCAPGP1,0.0142961,0.0300165,1.30588,1.30588
NCAPH,0.781416,0.829548,0.97021,-1.0307
NCAPH2,5.26E-08,1.20E-06,0.669418,-1.49384
NCBP1,0.00718287,0.0166045,0.889928,-1.12369
NCBP2,1.32E-05,8.78E-05,0.771966,-1.29539
NCBP2AS2,0.146805,0.211462,0.910491,-1.09831
NCBP3,0.109029,0.164516,1.08729,1.08729
NCDN,0.145661,0.210018,0.865515,-1.15538
NCEH1,0.387747,0.472489,0.913542,-1.09464
NCF1,0.021773,0.0426325,1.29146,1.29146
NCF1B,0.0112337,0.0244102,1.33434,1.33434
NCF1C,0.00420963,0.0105252,1.45277,1.45277
NCF2,3.45E-05,0.000191855,1.61423,1.61423
NCF4,6.57E-10,5.90E-08,2.11908,2.11908
NCK1,0.406422,0.490741,1.04118,1.04118
NCK1-DT,0.0211054,0.0415631,1.21551,1.21551
NCK2,0.219074,0.295483,1.12232,1.12232
NCKAP1,0.00183036,0.00523263,1.50006,1.50006
NCKAP1L,0.129372,0.189696,1.09428,1.09428
NCKAP5L,0.0292493,0.0547566,1.25701,1.25701
NCKIPSD,0.271209,0.352059,0.886141,-1.12849
NCL,1.99E-06,1.92E-05,0.694237,-1.44043
NCLN,0.3095,0.392895,1.09159,1.09159
NCOA1,3.96E-05,0.000214488,1.40406,1.40406
NCOA2,0.00240074,0.00654557,1.21896,1.21896
NCOA3,0.0168154,0.0343867,1.16293,1.16293
NCOA4,0.693645,0.755166,1.07168,1.07168
NCOA5,0.0113157,0.0245587,0.832487,-1.20122
NCOA6,0.154096,0.220726,1.13524,1.13524
NCOA7,8.99E-05,0.000423429,1.54333,1.54333
NCOR1,0.0805981,0.12759,1.11275,1.11275
NCOR2,0.0430619,0.0756135,0.802326,-1.24638
NCR1,0.537629,0.616602,1.08567,1.08567
NCR3,3.15E-06,2.76E-05,0.533574,-1.87415
NCR3LG1,0.00184978,0.00527448,0.705989,-1.41645
NCSTN,0.000103882,0.00047752,1.44923,1.44923
NDC1,0.000868901,0.00278537,0.804578,-1.24289
NDC80,0.119505,0.177657,0.826998,-1.20919
NDE1,0.514005,0.594442,0.950802,-1.05174
NDEL1,0.000203167,0.000827051,1.33414,1.33414
NDFIP1,0.172043,0.241947,1.0552,1.0552
NDFIP2,0.00637199,0.0149805,0.714454,-1.39967
NDOR1,0.472748,0.555533,0.928209,-1.07734
NDRG1,0.00388075,0.00983387,1.2381,1.2381
NDRG2,4.28E-08,1.04E-06,0.507293,-1.97125
NDRG3,0.278414,0.359723,1.08415,1.08415
NDST1,0.0813774,0.128668,1.22898,1.22898
NDST2,0.000345673,0.00129025,1.70211,1.70211
NDUFA1,0.00022995,0.00091763,1.55619,1.55619
NDUFA10,2.40E-10,3.13E-08,0.814864,-1.2272
NDUFA11,0.247439,0.326421,0.940656,-1.06309
NDUFA12,0.523128,0.602936,0.961203,-1.04036
NDUFA13,0.874893,0.905053,0.986664,-1.01352
NDUFA2,0.0807735,0.127825,1.15629,1.15629
NDUFA3,0.523886,0.603586,0.959365,-1.04236
NDUFA4,0.0498133,0.0854593,1.31482,1.31482
NDUFA5,0.289766,0.371784,1.15305,1.15305
NDUFA6,0.0352639,0.0640166,1.261,1.261
NDUFA6-DT,7.00E-07,8.51E-06,0.661516,-1.51168
NDUFA7,0.124962,0.184348,1.12732,1.12732
NDUFA8,0.546216,0.624901,0.963378,-1.03801
NDUFA9,0.167989,0.237198,0.947342,-1.05559
NDUFAB1,0.939248,0.953641,1.00476,1.00476
NDUFAF1,3.56E-08,9.11E-07,1.56282,1.56282
NDUFAF2,0.0529852,0.0899715,0.83422,-1.19872
NDUFAF3,0.351013,0.435754,1.07295,1.07295
NDUFAF4,0.0686289,0.111655,0.803924,-1.2439
NDUFAF5,0.239278,0.317306,0.930716,-1.07444
NDUFAF6,0.68149,0.745263,0.977415,-1.02311
NDUFAF7,0.134478,0.196103,1.10768,1.10768
NDUFAF8,0.297552,0.380043,0.928461,-1.07705
NDUFB1,0.000154144,0.000661626,1.43326,1.43326
NDUFB10,0.264826,0.345427,0.918387,-1.08887
NDUFB11,0.157683,0.225012,0.922937,-1.0835
NDUFB2,0.360342,0.445018,1.09804,1.09804
NDUFB3,2.25E-08,6.45E-07,2.79833,2.79833
NDUFB4,0.0764014,0.121967,1.08107,1.08107
NDUFB5,0.131716,0.19274,1.08554,1.08554
NDUFB6,0.00046438,0.00164607,1.35707,1.35707
NDUFB7,0.910563,0.931827,1.00776,1.00776
NDUFB8,0.179116,0.2504,0.918304,-1.08896
NDUFB9,0.0116022,0.0250594,1.17877,1.17877
NDUFC1,0.0578328,0.0968417,1.10912,1.10912
NDUFC2,0.244323,0.322904,1.0834,1.0834
NDUFC2-KCTD14,0.134589,0.196225,1.65931,1.65931
NDUFS1,0.489625,0.572045,1.02037,1.02037
NDUFS2,0.307841,0.391135,1.0439,1.0439
NDUFS3,0.980711,0.98548,0.998509,-1.00149
NDUFS4,0.1865,0.259035,1.20792,1.20792
NDUFS5,0.0832994,0.131072,1.24146,1.24146
NDUFS6,0.775089,0.824109,0.981045,-1.01932
NDUFS7,0.0255906,0.0488886,0.883874,-1.13138
NDUFS8,0.00547147,0.0131583,0.845878,-1.1822
NDUFV1,2.67E-12,1.96E-09,0.667443,-1.49825
NDUFV2,0.00764056,0.0175216,1.13028,1.13028
NDUFV2-AS1,0.396431,0.481072,1.06154,1.06154
NDUFV3,0.0132437,0.0281188,0.858035,-1.16545
NEAT1,0.000989426,0.00310186,1.69883,1.69883
NEB,0.0197137,0.0393125,0.759127,-1.3173
NEBL,0.222767,0.299565,1.64473,1.64473
NECAB1,4.13E-07,5.69E-06,8.07144,8.07144
NECAB3,0.531581,0.611226,1.06426,1.06426
NECAP1,7.07E-07,8.57E-06,1.4162,1.4162
NECAP2,0.105315,0.159801,0.944064,-1.05925
NECTIN1,0.20874,0.28432,1.15164,1.15164
NECTIN2,0.00438436,0.0108844,1.98092,1.98092
NECTIN3,0.0333868,0.061205,0.700278,-1.428
NEDD1,0.750188,0.803756,1.02722,1.02722
NEDD4,5.39E-06,4.27E-05,1.85981,1.85981
NEDD4L,0.285637,0.367668,1.18449,1.18449
NEDD8,0.0111023,0.0241758,1.25231,1.25231
NEDD8-MDP1,0.594509,0.668496,1.18595,1.18595
NEDD9,0.0694669,0.112689,1.18627,1.18627
NEFL,0.175845,0.24645,0.764165,-1.30862
NEGR1,0.352185,0.436807,0.859394,-1.16361
NEIL1,0.00531415,0.0128336,0.748856,-1.33537
NEIL2,0.00061882,0.00210713,0.726275,-1.37689
NEIL3,0.223788,0.300629,1.24062,1.24062
NEK1,0.900427,0.924812,0.989448,-1.01066
NEK10,0.338456,0.42282,0.869083,-1.15064
NEK11,0.0875187,0.136828,1.14738,1.14738
NEK2,0.7486,0.802534,0.938985,-1.06498
NEK3,0.00195312,0.00551121,0.736291,-1.35816
NEK4,0.407504,0.491728,0.950602,-1.05197
NEK6,0.00300469,0.0079401,1.3886,1.3886
NEK7,6.88E-05,0.000338048,1.37724,1.37724
NEK8,0.158116,0.225504,0.834434,-1.19842
NEK9,0.0501424,0.085885,1.09222,1.09222
NELFA,0.00941548,0.0209534,0.84044,-1.18985
NELFB,0.000207163,0.000840465,0.847409,-1.18007
NELFCD,2.66E-09,1.48E-07,0.693923,-1.44108
NELFE,0.013772,0.0291074,1.1156,1.1156
NELL2,1.18E-05,7.96E-05,0.479712,-2.08459
NEMF,0.294628,0.376845,1.06487,1.06487
NEMP1,0.000332668,0.00125177,0.775195,-1.29
NEMP2,2.60E-05,0.000151856,0.733312,-1.36368
NENF,0.2578,0.337303,0.903698,-1.10656
NEO1,0.00665722,0.0155494,0.721443,-1.38611
NEPRO,0.0189406,0.0379809,0.888843,-1.12506
NET1,0.212756,0.288696,0.871036,-1.14806
NETO1,0.90068,0.925005,1.02063,1.02063
NETO2,0.605514,0.678384,1.04413,1.04413
NEU1,1.25E-05,8.41E-05,1.41066,1.41066
NEU3,0.000449332,0.00160464,0.751875,-1.33001
NEURL1,0.00271005,0.00727709,0.556317,-1.79754
NEURL1B,0.188549,0.261224,1.21982,1.21982
NEURL2,0.366896,0.451908,0.911617,-1.09695
NEURL4,3.99E-07,5.53E-06,0.701683,-1.42514
NEXMIF,0.133998,0.195522,0.767072,-1.30366
NEXN,0.000133534,0.00058662,1.85284,1.85284
NF1,0.00014929,0.00064364,1.33239,1.33239
NF2,4.11E-07,5.67E-06,0.700648,-1.42725
NFAM1,1.06E-05,7.33E-05,1.69013,1.69013
NFAT5,0.000171943,0.000722031,1.43536,1.43536
NFATC1,0.0327179,0.0602545,0.832299,-1.20149
NFATC2,9.68E-07,1.10E-05,0.550173,-1.81761
NFATC2IP,1.90E-06,1.85E-05,0.747132,-1.33845
NFATC3,2.10E-07,3.36E-06,0.78081,-1.28072
NFE2,5.97E-06,4.65E-05,1.85731,1.85731
NFE2L1,0.75039,0.803854,0.979952,-1.02046
NFE2L1-DT,0.874647,0.904929,0.982347,-1.01797
NFE2L2,4.20E-09,1.95E-07,1.60514,1.60514
NFE2L3,2.16E-06,2.05E-05,0.63367,-1.57811
NFE4,1.01E-08,3.57E-07,2.75357,2.75357
NFIA,0.135621,0.197529,0.815453,-1.22631
NFIB,0.434399,0.518049,1.17077,1.17077
NFIC,0.53068,0.610484,1.05912,1.05912
NFIL3,1.40E-12,1.50E-09,2.55281,2.55281
NFIX,0.279267,0.360469,1.2043,1.2043
NFKB1,0.00130684,0.00392489,1.28538,1.28538
NFKB2,0.00117084,0.0035907,1.35654,1.35654
NFKBIA,3.11E-06,2.72E-05,1.78259,1.78259
NFKBIB,0.0971492,0.149127,1.10598,1.10598
NFKBID,0.0223874,0.0436216,1.17112,1.17112
NFKBIE,0.0375005,0.0671942,1.16946,1.16946
NFKBIL1,0.00207895,0.00579686,1.24373,1.24373
NFKBIZ,3.58E-11,8.86E-09,1.91798,1.91798
NFRKB,0.670179,0.735636,0.971439,-1.0294
NFS1,0.082114,0.129633,0.938207,-1.06586
NFU1,0.000274497,0.0010661,1.33896,1.33896
NFX1,0.000618222,0.00210576,0.843549,-1.18547
NFXL1,0.548793,0.627155,1.08732,1.08732
NFYA,4.92E-06,3.94E-05,1.32375,1.32375
NFYB,0.508421,0.589406,0.914424,-1.09358
NFYC,0.0372383,0.0668161,1.14866,1.14866
NFYC-AS1,0.743635,0.79839,0.97081,-1.03007
NGDN,0.0900008,0.139962,0.889848,-1.12379
NGLY1,3.07E-06,2.70E-05,1.22537,1.22537
NGRN,0.604283,0.677373,1.03371,1.03371
NHEJ1,0.000115111,0.000521135,0.821199,-1.21773
NHLRC2,0.133026,0.194321,0.926742,-1.07905
NHLRC3,0.0760569,0.121498,1.12691,1.12691
NHLRC4,0.000503551,0.00176624,0.692106,-1.44487
NHP2,1.45E-05,9.48E-05,0.745086,-1.34213
NHS,0.0894678,0.139284,0.787498,-1.26984
NHSL1,0.623901,0.695202,1.06699,1.06699
NHSL2,0.1084,0.163732,1.17859,1.17859
NIBAN1,7.29E-06,5.43E-05,2.02813,2.02813
NIBAN2,0.0031692,0.00830522,1.31839,1.31839
NIBAN3,0.000659047,0.00221906,0.533799,-1.87336
NICN1,0.650468,0.718113,0.927887,-1.07772
NID1,0.906271,0.928823,1.0203,1.0203
NIF3L1,0.0288514,0.0541396,0.857647,-1.16598
NIFK,0.383774,0.468481,0.907984,-1.10134
NIFK-AS1,0.718143,0.776076,1.02692,1.02692
NIN,1.95E-05,0.00012014,1.37186,1.37186
NINJ1,0.000420153,0.00151931,1.48282,1.48282
NINJ2,0.937582,0.952626,0.986753,-1.01342
NINJ2-AS1,5.55E-06,4.36E-05,1.44598,1.44598
NINL,0.0651169,0.106934,0.720302,-1.38831
NIP7,0.172554,0.242548,0.938575,-1.06545
NIPA1,0.0319896,0.0591027,0.841277,-1.18867
NIPA2,9.00E-05,0.000423442,1.17266,1.17266
NIPAL1,0.870272,0.901506,0.97465,-1.02601
NIPAL2,0.0352073,0.0639219,0.806921,-1.23928
NIPAL3,6.29E-06,4.83E-05,0.712755,-1.40301
NIPBL,3.74E-06,3.16E-05,1.26322,1.26322
NIPSNAP1,0.00139588,0.00415239,0.818864,-1.2212
NIPSNAP2,0.782328,0.830271,0.980897,-1.01947
NIPSNAP3A,0.0189537,0.0379974,1.29157,1.29157
NIPSNAP3B,0.0802808,0.127186,0.815724,-1.22591
NISCH,0.00428467,0.0106752,0.829557,-1.20546
NIT1,9.37E-06,6.65E-05,1.3338,1.3338
NIT2,0.000188082,0.000776864,0.751071,-1.33143
NKAP,0.0081878,0.0185956,1.13393,1.13393
NKAPD1,0.727316,0.78403,0.972362,-1.02842
NKAPL,0.218044,0.294338,1.17248,1.17248
NKAPP1,0.000485133,0.0017104,0.704512,-1.41942
NKD1,0.000544532,0.00188878,0.523058,-1.91183
NKG7,0.0433093,0.0759644,0.740463,-1.35051
NKIRAS1,0.0332783,0.0610675,1.23745,1.23745
NKIRAS2,0.0408308,0.0722807,1.11154,1.11154
NKRF,0.00301629,0.0079611,0.816621,-1.22456
NKTR,0.00971302,0.0215131,0.865776,-1.15503
NKX3-1,0.630907,0.701633,0.884487,-1.1306
NLE1,8.29E-06,6.01E-05,0.640834,-1.56047
NLGN3,0.0183066,0.0369058,1.4691,1.4691
NLK,2.32E-06,2.17E-05,1.22266,1.22266
NLN,0.458354,0.541942,0.941705,-1.0619
NLRC3,1.55E-10,2.27E-08,0.511723,-1.95418
NLRC4,2.96E-07,4.41E-06,2.24808,2.24808
NLRC5,0.0114182,0.0247325,1.30771,1.30771
NLRP1,0.0118013,0.0254396,0.74243,-1.34693
NLRP12,0.000253731,0.000996212,1.54617,1.54617
NLRP2,0.00910025,0.0203566,0.593986,-1.68354
NLRP3,0.0354442,0.0642303,1.27443,1.27443
NLRP6,0.0668562,0.109353,1.33129,1.33129
NLRP9P1,8.74E-06,6.29E-05,2.18869,2.18869
NLRX1,0.0148186,0.0309373,1.25542,1.25542
NMB,0.00245509,0.00667855,0.724689,-1.3799
NMD3,0.776953,0.825545,1.03706,1.03706
NME1,0.771931,0.821542,1.03388,1.03388
NME1-NME2,0.241989,0.320379,1.26684,1.26684
NME2,0.128395,0.188552,0.887384,-1.12691
NME3,0.00475742,0.0116814,0.831522,-1.20261
NME4,0.421724,0.505872,1.12047,1.12047
NME6,0.0053284,0.0128594,1.15166,1.15166
NME7,0.240265,0.318477,0.924357,-1.08183
NME8,0.00025563,0.00100284,1.6419,1.6419
NMI,5.03E-08,1.17E-06,1.77383,1.77383
NMNAT1,3.81E-05,0.000207982,1.3363,1.3363
NMNAT3,0.506834,0.587898,1.08923,1.08923
NMRAL1,1.02E-06,1.15E-05,0.710471,-1.40752
NMRAL2P,2.57E-09,1.46E-07,5.44099,5.44099
NMRK1,0.000462503,0.00164149,1.37913,1.37913
NMT1,0.397075,0.481676,1.03025,1.03025
NMT2,6.23E-09,2.58E-07,0.496666,-2.01343
NMUR1,2.99E-06,2.65E-05,0.419689,-2.38272
NNT,0.000823196,0.00266081,0.852275,-1.17333
NNT-AS1,0.103692,0.157754,0.868114,-1.15192
NOA1,6.21E-08,1.35E-06,0.797481,-1.25395
NOB1,9.69E-06,6.81E-05,0.717291,-1.39413
NOC2L,0.00290281,0.00770656,0.761762,-1.31275
NOC3L,0.0748545,0.119897,0.813968,-1.22855
NOC4L,0.0131203,0.0279021,0.802483,-1.24613
NOCT,0.000197521,0.000807269,1.41882,1.41882
NOD1,0.727798,0.784269,0.97021,-1.0307
NOD2,0.00476082,0.011686,1.45159,1.45159
NOG,6.32E-07,7.82E-06,0.329971,-3.03057
NOL10,0.000973973,0.00306142,0.853934,-1.17105
NOL11,0.0022756,0.00626378,0.807724,-1.23805
NOL12,0.00175878,0.0050492,1.13586,1.13586
NOL3,0.000159832,0.000681325,1.74262,1.74262
NOL4L,0.340484,0.424984,0.921645,-1.08502
NOL6,0.000675607,0.00226526,0.709284,-1.40987
NOL7,0.952903,0.964957,1.00256,1.00256
NOL8,0.0418596,0.0737908,0.890156,-1.1234
NOL9,1.25E-06,1.34E-05,0.691533,-1.44606
NOLC1,5.80E-06,4.54E-05,0.674246,-1.48314
NOM1,7.03E-05,0.000343964,0.777944,-1.28544
NOMO1,0.000570777,0.00196794,0.725476,-1.37841
NOMO2,0.691507,0.753466,0.961956,-1.03955
NOMO3,0.882441,0.91083,0.979391,-1.02104
NONO,0.00621096,0.0146691,0.872994,-1.14548
NONOP2,0.0774923,0.123394,1.18643,1.18643
NOP10,7.28E-08,1.52E-06,1.69125,1.69125
NOP14,2.45E-09,1.43E-07,0.640621,-1.56098
NOP14-AS1,0.0131326,0.027916,0.855079,-1.16948
NOP16,0.00342793,0.0088541,0.831885,-1.20209
NOP2,3.45E-06,2.96E-05,0.699013,-1.43059
NOP53,4.89E-09,2.16E-07,0.561784,-1.78004
NOP56,1.50E-06,1.53E-05,0.715003,-1.3986
NOP58,0.0302465,0.0564013,0.798262,-1.25272
NOP9,1.03E-10,1.72E-08,0.679233,-1.47225
NORAD,0.508091,0.589118,1.04188,1.04188
NOS1AP,4.64E-07,6.16E-06,2.74272,2.74272
NOS3,0.00748383,0.0172254,0.716243,-1.39617
NOSIP,0.440717,0.52441,0.96184,-1.03967
NOTCH1,0.0214592,0.0421444,1.34947,1.34947
NOTCH2,0.000306536,0.00116719,1.4455,1.4455
NOTCH2NLA,0.00170062,0.00491154,1.27879,1.27879
NOTCH4,0.493372,0.575674,1.0684,1.0684
NOXA1,0.00173122,0.00498458,0.638424,-1.56636
NOXRED1,7.24E-05,0.000353443,1.59316,1.59316
NPAT,0.000720924,0.00239049,0.816363,-1.22495
NPC1,0.0147269,0.0307726,0.811213,-1.23272
NPC2,0.0921082,0.1425,1.16533,1.16533
NPDC1,0.248168,0.327173,0.874442,-1.14359
NPEPL1,0.0068949,0.0160238,1.24758,1.24758
NPEPPS,9.07E-08,1.79E-06,1.47534,1.47534
NPEPPSP1,0.0298981,0.0558173,1.35812,1.35812
NPHP3,0.693482,0.755102,1.02551,1.02551
NPHP3-ACAD11,0.583019,0.658209,0.905798,-1.104
NPHP4,0.296137,0.378371,0.890747,-1.12265
NPIPA1,0.00596952,0.0141805,0.701429,-1.42566
NPIPA9,0.0589968,0.098401,0.762118,-1.31213
NPIPB12,0.605734,0.678577,1.09306,1.09306
NPIPB13,0.394136,0.478963,0.82907,-1.20617
NPIPB2,0.425018,0.509016,1.16154,1.16154
NPIPB3,0.295024,0.377217,0.864147,-1.15721
NPIPB4,0.672895,0.737828,0.945944,-1.05715
NPIPB5,0.0754845,0.120745,0.798515,-1.25232
NPIPB6,0.378443,0.463351,0.706638,-1.41515
NPIPB9,0.645154,0.713287,0.8692,-1.15048
NPIPP1,0.183627,0.25567,0.841898,-1.18779
NPL,0.00369792,0.00944831,1.41068,1.41068
NPLOC4,0.0631409,0.104248,1.08572,1.08572
NPM1,0.00267211,0.00719806,0.75302,-1.32799
NPM1P25,0.00753552,0.0173222,0.612934,-1.6315
NPM1P27,0.00507106,0.0123336,1.24619,1.24619
NPM1P37,0.876811,0.906515,1.01825,1.01825
NPM1P7,0.00258789,0.00699743,0.697036,-1.43465
NPM3,0.195714,0.269359,0.886288,-1.1283
NPR2,0.00753271,0.0173185,0.741893,-1.3479
NPR3,0.000208575,0.000845477,1.72154,1.72154
NPRL2,3.72E-07,5.25E-06,0.813894,-1.22866
NPRL3,0.44381,0.527391,0.841467,-1.1884
NPTN,4.53E-08,1.08E-06,1.55816,1.55816
NPTN-IT1,0.176115,0.246732,1.1474,1.1474
NQO1,0.0331405,0.0608846,0.835516,-1.19687
NQO2,1.39E-06,1.45E-05,2.03024,2.03024
NR1D2,0.00175882,0.0050492,0.720378,-1.38816
NR1H2,5.80E-05,0.000292739,1.50706,1.50706
NR1H3,0.94213,0.955963,0.991194,-1.00888
NR2C1,0.00101393,0.00317244,0.794794,-1.25819
NR2C2,0.0363541,0.0655059,1.13673,1.13673
NR2C2AP,2.10E-06,2.00E-05,0.703854,-1.42075
NR2E1,9.86E-08,1.91E-06,4.47373,4.47373
NR2F6,0.0804258,0.127331,0.825368,-1.21158
NR3C1,6.13E-05,0.000307574,1.30117,1.30117
NR3C2,0.000126244,0.000559896,0.562012,-1.77932
NR4A2,0.363265,0.448204,1.10728,1.10728
NR6A1,0.0766161,0.122256,1.28505,1.28505
NRAS,0.000140382,0.000612584,1.21571,1.21571
NRAV,0.00120059,0.00365774,0.745277,-1.34178
NRBF2,7.86E-09,2.98E-07,1.93438,1.93438
NRBF2P6,0.000184102,0.000763134,0.644378,-1.55189
NRBP1,0.00164707,0.00477703,1.18458,1.18458
NRBP2,0.11602,0.173253,0.840377,-1.18994
NRCAM,1.68E-06,1.68E-05,0.34703,-2.8816
NRDC,8.08E-10,6.82E-08,1.57066,1.57066
NRDE2,0.52493,0.604449,1.03105,1.03105
NREP,0.678617,0.742517,1.03714,1.03714
NRF1,0.578114,0.653956,0.982776,-1.01753
NRG1,0.523942,0.603602,0.823963,-1.21365
NRGN,0.0843098,0.132459,1.49507,1.49507
NRIP1,0.0723169,0.116534,1.14885,1.14885
NRIP3,0.0322958,0.0595764,1.51375,1.51375
NRIR,0.000799955,0.00259737,2.36085,2.36085
NRL,0.1823,0.254135,0.909299,-1.09975
NRM,0.700266,0.760588,1.0379,1.0379
NRN1,1.53E-06,1.56E-05,3.96376,3.96376
NRP1,0.00155572,0.00454881,0.499292,-2.00283
NRP2,7.36E-05,0.000357471,0.569206,-1.75683
NRROS,0.00371758,0.00948614,0.692158,-1.44476
NRXN1,0.975304,0.981591,0.993841,-1.0062
NRXN3,0.877428,0.906958,1.04402,1.04402
NSA2,0.17925,0.250538,0.869869,-1.1496
NSD1,0.39416,0.478963,1.0419,1.0419
NSD2,0.000880753,0.00281395,0.8031,-1.24517
NSD3,0.0882353,0.137768,1.08875,1.08875
NSDHL,1.07E-05,7.40E-05,0.780046,-1.28198
NSF,0.000695978,0.00232435,1.19001,1.19001
NSFL1C,0.000173473,0.000726757,1.37271,1.37271
NSFP1,0.897086,0.922435,1.06006,1.06006
NSG1,0.000318693,0.00120772,0.537682,-1.85983
NSG2,3.97E-05,0.000214799,2.44757,2.44757
NSL1,0.0006406,0.00216862,1.18336,1.18336
NSMAF,0.00040255,0.00146731,1.26416,1.26416
NSMCE1,0.167092,0.236257,0.929777,-1.07553
NSMCE1-DT,0.298445,0.381083,1.13791,1.13791
NSMCE2,0.000196663,0.00080445,1.21676,1.21676
NSMCE3,1.30E-05,8.64E-05,0.756273,-1.32227
NSMCE4A,0.000606772,0.00207092,0.808808,-1.23639
NSMF,3.00E-06,2.65E-05,0.642632,-1.5561
NSRP1,0.464171,0.547333,1.04036,1.04036
NSUN2,3.77E-07,5.29E-06,0.810846,-1.23328
NSUN3,2.79E-07,4.22E-06,1.50235,1.50235
NSUN4,0.000185484,0.000768342,0.819321,-1.22052
NSUN5,8.98E-07,1.04E-05,1.26417,1.26417
NSUN5P1,1.52E-05,9.86E-05,0.643718,-1.55348
NSUN5P2,7.29E-05,0.000355178,0.65765,-1.52057
NSUN6,0.011534,0.0249384,0.832801,-1.20077
NSUN7,3.35E-07,4.87E-06,3.11713,3.11713
NT5C,0.0969775,0.148895,0.906562,-1.10307
NT5C2,2.44E-09,1.43E-07,1.62062,1.62062
NT5C3A,1.10E-06,1.22E-05,1.84193,1.84193
NT5C3AP2,0.00566043,0.0135402,0.594057,-1.68334
NT5C3B,0.151846,0.217828,0.860768,-1.16175
NT5DC1,0.0147149,0.0307537,0.817323,-1.22351
NT5DC2,0.156994,0.224184,0.783001,-1.27714
NT5DC3,0.000116,0.00052417,1.573,1.573
NT5E,0.0033115,0.00860905,0.611827,-1.63445
NT5M,0.187075,0.259682,1.35493,1.35493
NTAN1,0.0513692,0.0875916,1.25087,1.25087
